MunicipalityCode,IndicatorColumn,Theme,Value,ValueParsed,Municipality,Province,MIIF_Category,Latitude,Longitude
LIM355,CRIME,Safety,46.05288835231123,46.05288835231123,Lepele-Nkumpi,LIM,C2,-26.101104959029072,28.544608748355397
LIM355,AUDIT_CLEAN,Governance,23.58568816551075,23.58568816551075,Lepele-Nkumpi,LIM,C2,-26.101104959029072,28.544608748355397
LIM355,UNAUTH_PCT,Governance,25.89316561926933,25.89316561926933,Lepele-Nkumpi,LIM,C2,-26.101104959029072,28.544608748355397
LIM361,POP_2022,Demographics,45.16706065288131,45.16706065288131,Thabazimbi,LIM,C1,-25.536156933866152,27.965431032636932
LIM361,POP_DENSITY,Demographics,32.635968540216396,32.635968540216396,Thabazimbi,LIM,C1,-25.536156933866152,27.965431032636932
LIM361,POP_GROWTH_PCT,Demographics,4.1299028132324835,4.1299028132324835,Thabazimbi,LIM,C1,-25.536156933866152,27.965431032636932
LIM361,PCT_WATER,Infrastructure,13.740519507196389,13.740519507196389,Thabazimbi,LIM,C1,-25.536156933866152,27.965431032636932
LIM361,PCT_SAN,Infrastructure,34.7023988630333,34.7023988630333,Thabazimbi,LIM,C1,-25.536156933866152,27.965431032636932
LIM361,PCT_ELEC,Infrastructure,54.30964832995387,54.30964832995387,Thabazimbi,LIM,C1,-25.536156933866152,27.965431032636932
LIM361,REV_PC,Finance,62.319648483240954,62.319648483240954,Thabazimbi,LIM,C1,-25.536156933866152,27.965431032636932
LIM361,GRANT_PCT,Finance,45.590588415429,45.590588415429,Thabazimbi,LIM,C1,-25.536156933866152,27.965431032636932
LIM361,SURPLUS_PCT,Finance,35.74581522072727,35.74581522072727,Thabazimbi,LIM,C1,-25.536156933866152,27.965431032636932
LIM361,POV_PCT,Poverty,44.97627771964954,44.97627771964954,Thabazimbi,LIM,C1,-25.536156933866152,27.965431032636932
LIM361,GINI,Poverty,16.664982995862886,16.664982995862886,Thabazimbi,LIM,C1,-25.536156933866152,27.965431032636932
LIM361,HIV_PCT,Health,26.935380794835716,26.935380794835716,Thabazimbi,LIM,C1,-25.536156933866152,27.965431032636932
LIM361,MORT_CHILD,Health,13.517385573210468,13.517385573210468,Thabazimbi,LIM,C1,-25.536156933866152,27.965431032636932
LIM361,MURDER,Safety,5.025147785845768,5.025147785845768,Thabazimbi,LIM,C1,-25.536156933866152,27.965431032636932
LIM361,CRIME,Safety,36.6709802327241,36.6709802327241,Thabazimbi,LIM,C1,-25.536156933866152,27.965431032636932
LIM361,AUDIT_CLEAN,Governance,33.71026613169487,33.71026613169487,Thabazimbi,LIM,C1,-25.536156933866152,27.965431032636932
LIM361,UNAUTH_PCT,Governance,43.753049690180255,43.753049690180255,Thabazimbi,LIM,C1,-25.536156933866152,27.965431032636932
LIM362,POP_2022,Demographics,70.92223661784894,70.92223661784894,Lephalale,LIM,A,-25.523207055215302,28.046063329217056
LIM362,POP_DENSITY,Demographics,64.85288542647724,64.85288542647724,Lephalale,LIM,A,-25.523207055215302,28.046063329217056
LIM362,POP_GROWTH_PCT,Demographics,71.13233331355109,71.13233331355109,Lephalale,LIM,A,-25.523207055215302,28.046063329217056
LIM362,PCT_WATER,Infrastructure,59.146338075450466,59.146338075450466,Lephalale,LIM,A,-25.523207055215302,28.046063329217056
LIM362,PCT_SAN,Infrastructure,68.257827904448,68.257827904448,Lephalale,LIM,A,-25.523207055215302,28.046063329217056
LIM362,PCT_ELEC,Infrastructure,45.47711194627281,45.47711194627281,Lephalale,LIM,A,-25.523207055215302,28.046063329217056
LIM362,REV_PC,Finance,67.3941185127826,67.3941185127826,Lephalale,LIM,A,-25.523207055215302,28.046063329217056
LIM362,GRANT_PCT,Finance,73.36835370572018,73.36835370572018,Lephalale,LIM,A,-25.523207055215302,28.046063329217056
LIM362,SURPLUS_PCT,Finance,46.60637143855594,46.60637143855594,Lephalale,LIM,A,-25.523207055215302,28.046063329217056
LIM362,POV_PCT,Poverty,61.03664197985694,61.03664197985694,Lephalale,LIM,A,-25.523207055215302,28.046063329217056
LIM362,GINI,Poverty,47.52794980741281,47.52794980741281,Lephalale,LIM,A,-25.523207055215302,28.046063329217056
LIM362,HIV_PCT,Health,49.4698660696777,49.4698660696777,Lephalale,LIM,A,-25.523207055215302,28.046063329217056
LIM362,MORT_CHILD,Health,37.50141289795691,37.50141289795691,Lephalale,LIM,A,-25.523207055215302,28.046063329217056
LIM362,MURDER,Safety,85.31549850333111,85.31549850333111,Lephalale,LIM,A,-25.523207055215302,28.046063329217056
LIM362,CRIME,Safety,81.31370349440095,81.31370349440095,Lephalale,LIM,A,-25.523207055215302,28.046063329217056
LIM362,AUDIT_CLEAN,Governance,70.74867708454674,70.74867708454674,Lephalale,LIM,A,-25.523207055215302,28.046063329217056
LIM362,UNAUTH_PCT,Governance,99.44391903887629,99.44391903887629,Lephalale,LIM,A,-25.523207055215302,28.046063329217056
LIM366,POP_2022,Demographics,46.21508606863217,46.21508606863217,Bela-Bela,LIM,B1,-26.61869911191373,27.702799823900634
LIM366,POP_DENSITY,Demographics,110.63524830221269,110.63524830221269,Bela-Bela,LIM,B1,-26.61869911191373,27.702799823900634
LIM366,POP_GROWTH_PCT,Demographics,45.449411692735595,45.449411692735595,Bela-Bela,LIM,B1,-26.61869911191373,27.702799823900634
LIM366,PCT_WATER,Infrastructure,55.10386703512033,55.10386703512033,Bela-Bela,LIM,B1,-26.61869911191373,27.702799823900634
LIM366,PCT_SAN,Infrastructure,42.04444172119584,42.04444172119584,Bela-Bela,LIM,B1,-26.61869911191373,27.702799823900634
LIM366,PCT_ELEC,Infrastructure,57.4465112012061,57.4465112012061,Bela-Bela,LIM,B1,-26.61869911191373,27.702799823900634
LIM366,REV_PC,Finance,66.71229855772489,66.71229855772489,Bela-Bela,LIM,B1,-26.61869911191373,27.702799823900634
LIM366,GRANT_PCT,Finance,47.721672138938324,47.721672138938324,Bela-Bela,LIM,B1,-26.61869911191373,27.702799823900634
LIM366,SURPLUS_PCT,Finance,85.53439694235242,85.53439694235242,Bela-Bela,LIM,B1,-26.61869911191373,27.702799823900634
LIM366,POV_PCT,Poverty,54.782985692669214,54.782985692669214,Bela-Bela,LIM,B1,-26.61869911191373,27.702799823900634
LIM366,GINI,Poverty,55.40970772220398,55.40970772220398,Bela-Bela,LIM,B1,-26.61869911191373,27.702799823900634
LIM366,HIV_PCT,Health,31.820046109725652,31.820046109725652,Bela-Bela,LIM,B1,-26.61869911191373,27.702799823900634
LIM366,MORT_CHILD,Health,58.36998149100769,58.36998149100769,Bela-Bela,LIM,B1,-26.61869911191373,27.702799823900634
LIM366,MURDER,Safety,47.31945558381269,47.31945558381269,Bela-Bela,LIM,B1,-26.61869911191373,27.702799823900634
LIM366,CRIME,Safety,37.835205413254265,37.835205413254265,Bela-Bela,LIM,B1,-26.61869911191373,27.702799823900634
LIM366,AUDIT_CLEAN,Governance,34.470511837032724,34.470511837032724,Bela-Bela,LIM,B1,-26.61869911191373,27.702799823900634
LIM366,UNAUTH_PCT,Governance,103.4352675951337,103.4352675951337,Bela-Bela,LIM,B1,-26.61869911191373,27.702799823900634
LIM367,POP_2022,Demographics,24.73045499641929,24.73045499641929,Mogalakwena,LIM,C1,-26.940268256282508,27.555933073133176
LIM367,POP_DENSITY,Demographics,0.860291584374643,0.860291584374643,Mogalakwena,LIM,C1,-26.940268256282508,27.555933073133176
LIM367,POP_GROWTH_PCT,Demographics,16.03557080534855,16.03557080534855,Mogalakwena,LIM,C1,-26.940268256282508,27.555933073133176
LIM367,PCT_WATER,Infrastructure,28.96864321047573,28.96864321047573,Mogalakwena,LIM,C1,-26.940268256282508,27.555933073133176
LIM367,PCT_SAN,Infrastructure,40.9333406523297,40.9333406523297,Mogalakwena,LIM,C1,-26.940268256282508,27.555933073133176
LIM367,PCT_ELEC,Infrastructure,41.09593043450627,41.09593043450627,Mogalakwena,LIM,C1,-26.940268256282508,27.555933073133176
LIM367,REV_PC,Finance,43.532291035530505,43.532291035530505,Mogalakwena,LIM,C1,-26.940268256282508,27.555933073133176
LIM367,GRANT_PCT,Finance,17.102793867253407,17.102793867253407,Mogalakwena,LIM,C1,-26.940268256282508,27.555933073133176
LIM367,SURPLUS_PCT,Finance,36.80880887003091,36.80880887003091,Mogalakwena,LIM,C1,-26.940268256282508,27.555933073133176
LIM367,POV_PCT,Poverty,12.47881071778843,12.47881071778843,Mogalakwena,LIM,C1,-26.940268256282508,27.555933073133176
LIM367,GINI,Poverty,17.607140339719766,17.607140339719766,Mogalakwena,LIM,C1,-26.940268256282508,27.555933073133176
LIM367,HIV_PCT,Health,11.64582050999481,11.64582050999481,Mogalakwena,LIM,C1,-26.940268256282508,27.555933073133176
LIM367,MORT_CHILD,Health,6.232222908034611,6.232222908034611,Mogalakwena,LIM,C1,-26.940268256282508,27.555933073133176
LIM367,MURDER,Safety,51.28418977716017,51.28418977716017,Mogalakwena,LIM,C1,-26.940268256282508,27.555933073133176
LIM367,CRIME,Safety,43.77223401957775,43.77223401957775,Mogalakwena,LIM,C1,-26.940268256282508,27.555933073133176
LIM367,AUDIT_CLEAN,Governance,49.5333073995626,49.5333073995626,Mogalakwena,LIM,C1,-26.940268256282508,27.555933073133176
LIM367,UNAUTH_PCT,Governance,30.786261320485927,30.786261320485927,Mogalakwena,LIM,C1,-26.940268256282508,27.555933073133176
LIM368,POP_2022,Demographics,75.53615397730293,75.53615397730293,Modimolle-Mookgophong,LIM,A,-26.379008344037214,28.4017925096893
LIM368,POP_DENSITY,Demographics,24.774211907149102,24.774211907149102,Modimolle-Mookgophong,LIM,A,-26.379008344037214,28.4017925096893
LIM368,POP_GROWTH_PCT,Demographics,77.2617503609071,77.2617503609071,Modimolle-Mookgophong,LIM,A,-26.379008344037214,28.4017925096893
LIM368,PCT_WATER,Infrastructure,63.5423966001006,63.5423966001006,Modimolle-Mookgophong,LIM,A,-26.379008344037214,28.4017925096893
LIM368,PCT_SAN,Infrastructure,72.54219200298331,72.54219200298331,Modimolle-Mookgophong,LIM,A,-26.379008344037214,28.4017925096893
LIM368,PCT_ELEC,Infrastructure,67.60046598097226,67.60046598097226,Modimolle-Mookgophong,LIM,A,-26.379008344037214,28.4017925096893
LIM368,REV_PC,Finance,40.25889690926227,40.25889690926227,Modimolle-Mookgophong,LIM,A,-26.379008344037214,28.4017925096893
LIM368,GRANT_PCT,Finance,30.039204492179067,30.039204492179067,Modimolle-Mookgophong,LIM,A,-26.379008344037214,28.4017925096893
LIM368,SURPLUS_PCT,Finance,45.75891667634073,45.75891667634073,Modimolle-Mookgophong,LIM,A,-26.379008344037214,28.4017925096893
LIM368,POV_PCT,Poverty,71.29834562545824,71.29834562545824,Modimolle-Mookgophong,LIM,A,-26.379008344037214,28.4017925096893
LIM368,GINI,Poverty,73.8018283035079,73.8018283035079,Modimolle-Mookgophong,LIM,A,-26.379008344037214,28.4017925096893
LIM368,HIV_PCT,Health,32.64115445236274,32.64115445236274,Modimolle-Mookgophong,LIM,A,-26.379008344037214,28.4017925096893
LIM368,MORT_CHILD,Health,40.37801265063571,40.37801265063571,Modimolle-Mookgophong,LIM,A,-26.379008344037214,28.4017925096893
LIM368,MURDER,Safety,45.53528628118322,45.53528628118322,Modimolle-Mookgophong,LIM,A,-26.379008344037214,28.4017925096893
LIM368,CRIME,Safety,52.853898794663685,52.853898794663685,Modimolle-Mookgophong,LIM,A,-26.379008344037214,28.4017925096893
LIM368,AUDIT_CLEAN,Governance,32.75898338294695,32.75898338294695,Modimolle-Mookgophong,LIM,A,-26.379008344037214,28.4017925096893
LIM368,UNAUTH_PCT,Governance,31.55896467719735,31.55896467719735,Modimolle-Mookgophong,LIM,A,-26.379008344037214,28.4017925096893
LIM471,POP_2022,Demographics,13.563294071848922,13.563294071848922,Ephraim Mogale,LIM,C1,-25.33961508441701,27.30890924231148
LIM471,POP_DENSITY,Demographics,31.725076724500113,31.725076724500113,Ephraim Mogale,LIM,C1,-25.33961508441701,27.30890924231148
LIM471,POP_GROWTH_PCT,Demographics,6.388113204930189,6.388113204930189,Ephraim Mogale,LIM,C1,-25.33961508441701,27.30890924231148
LIM471,PCT_WATER,Infrastructure,27.683929800564677,27.683929800564677,Ephraim Mogale,LIM,C1,-25.33961508441701,27.30890924231148
LIM471,PCT_SAN,Infrastructure,51.17105632283631,51.17105632283631,Ephraim Mogale,LIM,C1,-25.33961508441701,27.30890924231148
LIM471,PCT_ELEC,Infrastructure,3.9644052517298007,3.9644052517298007,Ephraim Mogale,LIM,C1,-25.33961508441701,27.30890924231148
LIM471,REV_PC,Finance,25.87108483178921,25.87108483178921,Ephraim Mogale,LIM,C1,-25.33961508441701,27.30890924231148
LIM471,GRANT_PCT,Finance,50.49513467501545,50.49513467501545,Ephraim Mogale,LIM,C1,-25.33961508441701,27.30890924231148
LIM471,SURPLUS_PCT,Finance,21.634632192723814,21.634632192723814,Ephraim Mogale,LIM,C1,-25.33961508441701,27.30890924231148
LIM471,POV_PCT,Poverty,18.52660618283162,18.52660618283162,Ephraim Mogale,LIM,C1,-25.33961508441701,27.30890924231148
LIM471,GINI,Poverty,53.26991628612947,53.26991628612947,Ephraim Mogale,LIM,C1,-25.33961508441701,27.30890924231148
LIM471,HIV_PCT,Health,23.87595842056904,23.87595842056904,Ephraim Mogale,LIM,C1,-25.33961508441701,27.30890924231148
LIM471,MORT_CHILD,Health,52.089900504111355,52.089900504111355,Ephraim Mogale,LIM,C1,-25.33961508441701,27.30890924231148
LIM471,MURDER,Safety,38.579307822543974,38.579307822543974,Ephraim Mogale,LIM,C1,-25.33961508441701,27.30890924231148
LIM471,CRIME,Safety,23.143106941803264,23.143106941803264,Ephraim Mogale,LIM,C1,-25.33961508441701,27.30890924231148
LIM471,AUDIT_CLEAN,Governance,39.59381061195061,39.59381061195061,Ephraim Mogale,LIM,C1,-25.33961508441701,27.30890924231148
LIM471,UNAUTH_PCT,Governance,36.408990276920754,36.408990276920754,Ephraim Mogale,LIM,C1,-25.33961508441701,27.30890924231148
LIM472,POP_2022,Demographics,70.41765642004948,70.41765642004948,Elias Motsoaledi,LIM,B1,-26.00358626587004,27.47972803042123
LIM472,POP_DENSITY,Demographics,39.03308924269963,39.03308924269963,Elias Motsoaledi,LIM,B1,-26.00358626587004,27.47972803042123
LIM472,POP_GROWTH_PCT,Demographics,50.82412133563239,50.82412133563239,Elias Motsoaledi,LIM,B1,-26.00358626587004,27.47972803042123
LIM472,PCT_WATER,Infrastructure,48.76968640790725,48.76968640790725,Elias Motsoaledi,LIM,B1,-26.00358626587004,27.47972803042123
LIM472,PCT_SAN,Infrastructure,64.0829628327957,64.0829628327957,Elias Motsoaledi,LIM,B1,-26.00358626587004,27.47972803042123
LIM472,PCT_ELEC,Infrastructure,29.496416111116485,29.496416111116485,Elias Motsoaledi,LIM,B1,-26.00358626587004,27.47972803042123
LIM472,REV_PC,Finance,70.33954096475712,70.33954096475712,Elias Motsoaledi,LIM,B1,-26.00358626587004,27.47972803042123
LIM472,GRANT_PCT,Finance,59.32657544340833,59.32657544340833,Elias Motsoaledi,LIM,B1,-26.00358626587004,27.47972803042123
LIM472,SURPLUS_PCT,Finance,23.661498527341074,23.661498527341074,Elias Motsoaledi,LIM,B1,-26.00358626587004,27.47972803042123
LIM472,POV_PCT,Poverty,74.16525650961,74.16525650961,Elias Motsoaledi,LIM,B1,-26.00358626587004,27.47972803042123
LIM472,GINI,Poverty,94.68186161595463,94.68186161595463,Elias Motsoaledi,LIM,B1,-26.00358626587004,27.47972803042123
LIM472,HIV_PCT,Health,70.03667939098816,70.03667939098816,Elias Motsoaledi,LIM,B1,-26.00358626587004,27.47972803042123
LIM472,MORT_CHILD,Health,78.53969534452938,78.53969534452938,Elias Motsoaledi,LIM,B1,-26.00358626587004,27.47972803042123
LIM472,MURDER,Safety,51.70742763205176,51.70742763205176,Elias Motsoaledi,LIM,B1,-26.00358626587004,27.47972803042123
LIM472,CRIME,Safety,16.769901605229798,16.769901605229798,Elias Motsoaledi,LIM,B1,-26.00358626587004,27.47972803042123
LIM472,AUDIT_CLEAN,Governance,13.117590976649502,13.117590976649502,Elias Motsoaledi,LIM,B1,-26.00358626587004,27.47972803042123
LIM472,UNAUTH_PCT,Governance,55.101640877355166,55.101640877355166,Elias Motsoaledi,LIM,B1,-26.00358626587004,27.47972803042123
LIM473,POP_2022,Demographics,13.1604238454004,13.1604238454004,Makhuduthamaga,LIM,C2,-25.9626514557684,27.934456674656136
LIM473,POP_DENSITY,Demographics,6.708474433452974,6.708474433452974,Makhuduthamaga,LIM,C2,-25.9626514557684,27.934456674656136
LIM473,POP_GROWTH_PCT,Demographics,23.745066320626492,23.745066320626492,Makhuduthamaga,LIM,C2,-25.9626514557684,27.934456674656136
LIM473,PCT_WATER,Infrastructure,37.311705757225766,37.311705757225766,Makhuduthamaga,LIM,C2,-25.9626514557684,27.934456674656136
LIM473,PCT_SAN,Infrastructure,4.055150935242942,4.055150935242942,Makhuduthamaga,LIM,C2,-25.9626514557684,27.934456674656136
LIM473,PCT_ELEC,Infrastructure,16.022447594392304,16.022447594392304,Makhuduthamaga,LIM,C2,-25.9626514557684,27.934456674656136
LIM473,REV_PC,Finance,55.197413662406305,55.197413662406305,Makhuduthamaga,LIM,C2,-25.9626514557684,27.934456674656136
LIM473,GRANT_PCT,Finance,3.4942323955725065,3.4942323955725065,Makhuduthamaga,LIM,C2,-25.9626514557684,27.934456674656136
LIM473,SURPLUS_PCT,Finance,42.39522374329913,42.39522374329913,Makhuduthamaga,LIM,C2,-25.9626514557684,27.934456674656136
LIM473,POV_PCT,Poverty,15.305384769020122,15.305384769020122,Makhuduthamaga,LIM,C2,-25.9626514557684,27.934456674656136
LIM473,GINI,Poverty,35.91587519699905,35.91587519699905,Makhuduthamaga,LIM,C2,-25.9626514557684,27.934456674656136
LIM473,HIV_PCT,Health,46.94655014405734,46.94655014405734,Makhuduthamaga,LIM,C2,-25.9626514557684,27.934456674656136
LIM473,MORT_CHILD,Health,39.82563533970043,39.82563533970043,Makhuduthamaga,LIM,C2,-25.9626514557684,27.934456674656136
LIM473,MURDER,Safety,43.18319204427753,43.18319204427753,Makhuduthamaga,LIM,C2,-25.9626514557684,27.934456674656136
LIM473,CRIME,Safety,1.9681293318408777,1.9681293318408777,Makhuduthamaga,LIM,C2,-25.9626514557684,27.934456674656136
LIM473,AUDIT_CLEAN,Governance,47.27319413482597,47.27319413482597,Makhuduthamaga,LIM,C2,-25.9626514557684,27.934456674656136
LIM473,UNAUTH_PCT,Governance,7.946137707303603,7.946137707303603,Makhuduthamaga,LIM,C2,-25.9626514557684,27.934456674656136
LIM476,POP_2022,Demographics,50.19083531143077,50.19083531143077,Fetakgomo Tubatse,LIM,B2,-27.115452912923764,28.464148495784244
LIM476,POP_DENSITY,Demographics,50.16492373994454,50.16492373994454,Fetakgomo Tubatse,LIM,B2,-27.115452912923764,28.464148495784244
LIM476,POP_GROWTH_PCT,Demographics,54.70245117739162,54.70245117739162,Fetakgomo Tubatse,LIM,B2,-27.115452912923764,28.464148495784244
LIM476,PCT_WATER,Infrastructure,51.73913352120381,51.73913352120381,Fetakgomo Tubatse,LIM,B2,-27.115452912923764,28.464148495784244
LIM476,PCT_SAN,Infrastructure,28.123800429505536,28.123800429505536,Fetakgomo Tubatse,LIM,B2,-27.115452912923764,28.464148495784244
LIM476,PCT_ELEC,Infrastructure,18.002651754085676,18.002651754085676,Fetakgomo Tubatse,LIM,B2,-27.115452912923764,28.464148495784244
LIM476,REV_PC,Finance,62.44697359923537,62.44697359923537,Fetakgomo Tubatse,LIM,B2,-27.115452912923764,28.464148495784244
LIM476,GRANT_PCT,Finance,48.716691550378314,48.716691550378314,Fetakgomo Tubatse,LIM,B2,-27.115452912923764,28.464148495784244
LIM476,SURPLUS_PCT,Finance,67.98753681915636,67.98753681915636,Fetakgomo Tubatse,LIM,B2,-27.115452912923764,28.464148495784244
LIM476,POV_PCT,Poverty,44.105341316242644,44.105341316242644,Fetakgomo Tubatse,LIM,B2,-27.115452912923764,28.464148495784244
LIM476,GINI,Poverty,16.896712786460792,16.896712786460792,Fetakgomo Tubatse,LIM,B2,-27.115452912923764,28.464148495784244
LIM476,HIV_PCT,Health,64.32259362008213,64.32259362008213,Fetakgomo Tubatse,LIM,B2,-27.115452912923764,28.464148495784244
LIM476,MORT_CHILD,Health,37.59258780677786,37.59258780677786,Fetakgomo Tubatse,LIM,B2,-27.115452912923764,28.464148495784244
LIM476,MURDER,Safety,51.840069148420426,51.840069148420426,Fetakgomo Tubatse,LIM,B2,-27.115452912923764,28.464148495784244
LIM476,CRIME,Safety,32.05081143040962,32.05081143040962,Fetakgomo Tubatse,LIM,B2,-27.115452912923764,28.464148495784244
LIM476,AUDIT_CLEAN,Governance,77.88603420467382,77.88603420467382,Fetakgomo Tubatse,LIM,B2,-27.115452912923764,28.464148495784244
LIM476,UNAUTH_PCT,Governance,27.468703516336063,27.468703516336063,Fetakgomo Tubatse,LIM,B2,-27.115452912923764,28.464148495784244
DC30,POP_2022,Demographics,33.251404917876506,33.251404917876506,Gert Sibande,MP,B3,-25.702500356404364,30.63304988081322
DC30,POP_DENSITY,Demographics,42.148974053946326,42.148974053946326,Gert Sibande,MP,B3,-25.702500356404364,30.63304988081322
DC30,POP_GROWTH_PCT,Demographics,18.15635345826084,18.15635345826084,Gert Sibande,MP,B3,-25.702500356404364,30.63304988081322
DC30,PCT_WATER,Infrastructure,46.61039057175191,46.61039057175191,Gert Sibande,MP,B3,-25.702500356404364,30.63304988081322
DC30,PCT_SAN,Infrastructure,72.2382095493498,72.2382095493498,Gert Sibande,MP,B3,-25.702500356404364,30.63304988081322
DC30,PCT_ELEC,Infrastructure,30.19075678612579,30.19075678612579,Gert Sibande,MP,B3,-25.702500356404364,30.63304988081322
DC30,REV_PC,Finance,47.90285638063451,47.90285638063451,Gert Sibande,MP,B3,-25.702500356404364,30.63304988081322
DC30,GRANT_PCT,Finance,14.98870772077111,14.98870772077111,Gert Sibande,MP,B3,-25.702500356404364,30.63304988081322
DC30,SURPLUS_PCT,Finance,39.221415990303186,39.221415990303186,Gert Sibande,MP,B3,-25.702500356404364,30.63304988081322
DC30,POV_PCT,Poverty,33.73915428147589,33.73915428147589,Gert Sibande,MP,B3,-25.702500356404364,30.63304988081322
DC30,GINI,Poverty,23.6300479517923,23.6300479517923,Gert Sibande,MP,B3,-25.702500356404364,30.63304988081322
DC30,HIV_PCT,Health,61.62900939257064,61.62900939257064,Gert Sibande,MP,B3,-25.702500356404364,30.63304988081322
DC30,MORT_CHILD,Health,33.47512636752344,33.47512636752344,Gert Sibande,MP,B3,-25.702500356404364,30.63304988081322
DC30,MURDER,Safety,36.45045025812825,36.45045025812825,Gert Sibande,MP,B3,-25.702500356404364,30.63304988081322
DC30,CRIME,Safety,32.456142504218576,32.456142504218576,Gert Sibande,MP,B3,-25.702500356404364,30.63304988081322
DC30,AUDIT_CLEAN,Governance,1.663682564698469,1.663682564698469,Gert Sibande,MP,B3,-25.702500356404364,30.63304988081322
DC30,UNAUTH_PCT,Governance,17.36027119846078,17.36027119846078,Gert Sibande,MP,B3,-25.702500356404364,30.63304988081322
DC31,POP_2022,Demographics,54.22186972240432,54.22186972240432,Nkangala,MP,B4,-25.934876205644844,30.57285836165622
DC31,POP_DENSITY,Demographics,7.199012937599434,7.199012937599434,Nkangala,MP,B4,-25.934876205644844,30.57285836165622
DC31,POP_GROWTH_PCT,Demographics,19.673693007685888,19.673693007685888,Nkangala,MP,B4,-25.934876205644844,30.57285836165622
DC31,PCT_WATER,Infrastructure,27.005598874204722,27.005598874204722,Nkangala,MP,B4,-25.934876205644844,30.57285836165622
DC31,PCT_SAN,Infrastructure,69.87243734583132,69.87243734583132,Nkangala,MP,B4,-25.934876205644844,30.57285836165622
DC31,PCT_ELEC,Infrastructure,50.37207530992738,50.37207530992738,Nkangala,MP,B4,-25.934876205644844,30.57285836165622
DC31,REV_PC,Finance,23.85658945893801,23.85658945893801,Nkangala,MP,B4,-25.934876205644844,30.57285836165622
DC31,GRANT_PCT,Finance,61.09027394231102,61.09027394231102,Nkangala,MP,B4,-25.934876205644844,30.57285836165622
DC31,SURPLUS_PCT,Finance,20.189683589977605,20.189683589977605,Nkangala,MP,B4,-25.934876205644844,30.57285836165622
DC31,POV_PCT,Poverty,55.181996074680114,55.181996074680114,Nkangala,MP,B4,-25.934876205644844,30.57285836165622
DC31,GINI,Poverty,7.822455081539687,7.822455081539687,Nkangala,MP,B4,-25.934876205644844,30.57285836165622
DC31,HIV_PCT,Health,56.465156635783146,56.465156635783146,Nkangala,MP,B4,-25.934876205644844,30.57285836165622
DC31,MORT_CHILD,Health,26.877327090580287,26.877327090580287,Nkangala,MP,B4,-25.934876205644844,30.57285836165622
DC31,MURDER,Safety,14.429915181174607,14.429915181174607,Nkangala,MP,B4,-25.934876205644844,30.57285836165622
DC31,CRIME,Safety,30.65712773847372,30.65712773847372,Nkangala,MP,B4,-25.934876205644844,30.57285836165622
DC31,AUDIT_CLEAN,Governance,40.5468835944043,40.5468835944043,Nkangala,MP,B4,-25.934876205644844,30.57285836165622
DC31,UNAUTH_PCT,Governance,25.105031389485756,25.105031389485756,Nkangala,MP,B4,-25.934876205644844,30.57285836165622
DC32,POP_2022,Demographics,71.07907011990648,71.07907011990648,Ehlanzeni,MP,A,-25.18605477965254,30.805377829531796
DC32,POP_DENSITY,Demographics,48.34012232671865,48.34012232671865,Ehlanzeni,MP,A,-25.18605477965254,30.805377829531796
DC32,POP_GROWTH_PCT,Demographics,72.40744787862715,72.40744787862715,Ehlanzeni,MP,A,-25.18605477965254,30.805377829531796
DC32,PCT_WATER,Infrastructure,68.844441240732,68.844441240732,Ehlanzeni,MP,A,-25.18605477965254,30.805377829531796
DC32,PCT_SAN,Infrastructure,58.7815389058413,58.7815389058413,Ehlanzeni,MP,A,-25.18605477965254,30.805377829531796
DC32,PCT_ELEC,Infrastructure,51.172353752681005,51.172353752681005,Ehlanzeni,MP,A,-25.18605477965254,30.805377829531796
DC32,REV_PC,Finance,63.030815915305325,63.030815915305325,Ehlanzeni,MP,A,-25.18605477965254,30.805377829531796
DC32,GRANT_PCT,Finance,71.00507486067399,71.00507486067399,Ehlanzeni,MP,A,-25.18605477965254,30.805377829531796
DC32,SURPLUS_PCT,Finance,101.23598305463217,101.23598305463217,Ehlanzeni,MP,A,-25.18605477965254,30.805377829531796
DC32,POV_PCT,Poverty,78.78840843596362,78.78840843596362,Ehlanzeni,MP,A,-25.18605477965254,30.805377829531796
DC32,GINI,Poverty,79.51979899631682,79.51979899631682,Ehlanzeni,MP,A,-25.18605477965254,30.805377829531796
DC32,HIV_PCT,Health,121.77024389720567,121.77024389720567,Ehlanzeni,MP,A,-25.18605477965254,30.805377829531796
DC32,MORT_CHILD,Health,70.31916953535688,70.31916953535688,Ehlanzeni,MP,A,-25.18605477965254,30.805377829531796
DC32,MURDER,Safety,69.69287022623405,69.69287022623405,Ehlanzeni,MP,A,-25.18605477965254,30.805377829531796
DC32,CRIME,Safety,74.08030148643309,74.08030148643309,Ehlanzeni,MP,A,-25.18605477965254,30.805377829531796
DC32,AUDIT_CLEAN,Governance,39.82068044823494,39.82068044823494,Ehlanzeni,MP,A,-25.18605477965254,30.805377829531796
DC32,UNAUTH_PCT,Governance,51.121967271624875,51.121967271624875,Ehlanzeni,MP,A,-25.18605477965254,30.805377829531796
MP301,POP_2022,Demographics,29.876614666153323,29.876614666153323,Chief Albert Luthuli,MP,B3,-25.23566899885876,31.08096092696442
MP301,POP_DENSITY,Demographics,52.95227954439123,52.95227954439123,Chief Albert Luthuli,MP,B3,-25.23566899885876,31.08096092696442
