MunicipalityCode;IndicatorID;Year;ValueRaw;ValueParsed
EC157;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;7.2;7.2
EC157;INFRA_REFUSE_OTHER_COUNT;2022;1166.0;1166.0
EC157;INFRA_REFUSE_OTHER_PCT;2022;1.0;1.0
EC156;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_COUNT;2022;11390.0;11390.0
EC156;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_PCT;2022;25.9;25.9
EC156;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_COUNT;2022;31.0;31.0
EC156;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_PCT;2022;0.1;0.1
EC156;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_COUNT;2022;819.0;819.0
EC156;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_PCT;2022;1.9;1.9
EC156;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_COUNT;2022;129.0;129.0
EC156;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_PCT;2022;0.3;0.3
EC156;INFRA_REFUSE_OWN_REFUSE_DUMP_COUNT;2022;25261.0;25261.0
EC156;INFRA_REFUSE_OWN_REFUSE_DUMP_PCT;2022;57.4;57.4
EC156;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_COUNT;2022;5210.0;5210.0
EC156;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;11.8;11.8
EC156;INFRA_REFUSE_OTHER_COUNT;2022;1140.0;1140.0
EC156;INFRA_REFUSE_OTHER_PCT;2022;2.6;2.6
EC153;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_COUNT;2022;11521.0;11521.0
EC153;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_PCT;2022;18.0;18.0
EC153;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_COUNT;2022;11521.0;11521.0
EC153;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_PCT;2022;18.0;18.0
EC153;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_COUNT;2022;328.0;328.0
EC153;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_PCT;2022;0.5;0.5
EC153;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_COUNT;2022;328.0;328.0
EC153;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_PCT;2022;0.5;0.5
EC153;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_COUNT;2022;996.0;996.0
EC153;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_PCT;2022;1.6;1.6
EC153;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_COUNT;2022;996.0;996.0
EC153;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_PCT;2022;1.6;1.6
EC153;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_COUNT;2022;170.0;170.0
EC153;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_PCT;2022;0.3;0.3
EC153;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_COUNT;2022;170.0;170.0
EC153;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_PCT;2022;0.3;0.3
EC153;INFRA_REFUSE_OWN_REFUSE_DUMP_COUNT;2022;41653.0;41653.0
EC153;INFRA_REFUSE_OWN_REFUSE_DUMP_PCT;2022;65.0;65.0
EC153;INFRA_REFUSE_OWN_REFUSE_DUMP_COUNT;2022;41653.0;41653.0
EC153;INFRA_REFUSE_OWN_REFUSE_DUMP_PCT;2022;65.0;65.0
EC153;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_COUNT;2022;8015.0;8015.0
EC153;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;12.5;12.5
EC153;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_COUNT;2022;8015.0;8015.0
EC153;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;12.5;12.5
EC153;INFRA_REFUSE_OTHER_COUNT;2022;1369.0;1369.0
EC153;INFRA_REFUSE_OTHER_PCT;2022;2.1;2.1
EC153;INFRA_REFUSE_OTHER_COUNT;2022;1369.0;1369.0
EC153;INFRA_REFUSE_OTHER_PCT;2022;2.1;2.1
EC155;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_COUNT;2022;13909.0;13909.0
EC155;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_PCT;2022;23.1;23.1
EC155;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_COUNT;2022;55.0;55.0
EC155;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_PCT;2022;0.1;0.1
EC155;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_COUNT;2022;553.0;553.0
EC155;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_PCT;2022;0.9;0.9
EC155;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_COUNT;2022;300.0;300.0
EC155;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_PCT;2022;0.5;0.5
EC155;INFRA_REFUSE_OWN_REFUSE_DUMP_COUNT;2022;38514.0;38514.0
EC155;INFRA_REFUSE_OWN_REFUSE_DUMP_PCT;2022;63.9;63.9
EC155;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_COUNT;2022;6028.0;6028.0
EC155;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;10.0;10.0
EC155;INFRA_REFUSE_OTHER_COUNT;2022;923.0;923.0
EC155;INFRA_REFUSE_OTHER_PCT;2022;1.5;1.5
EC154;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_COUNT;2022;5728.0;5728.0
EC154;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_PCT;2022;18.7;18.7
EC154;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_COUNT;2022;13.0;13.0
EC154;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_PCT;2022;0.0;0.0
EC154;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_COUNT;2022;373.0;373.0
EC154;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_PCT;2022;1.2;1.2
EC154;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_COUNT;2022;202.0;202.0
EC154;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_PCT;2022;0.7;0.7
EC154;INFRA_REFUSE_OWN_REFUSE_DUMP_COUNT;2022;19238.0;19238.0
EC154;INFRA_REFUSE_OWN_REFUSE_DUMP_PCT;2022;62.8;62.8
EC154;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_COUNT;2022;4606.0;4606.0
EC154;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;15.0;15.0
EC154;INFRA_REFUSE_OTHER_COUNT;2022;483.0;483.0
EC154;INFRA_REFUSE_OTHER_PCT;2022;1.6;1.6
EC102;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_COUNT;2022;12252.0;12252.0
EC102;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_PCT;2022;76.0;76.0
EC102;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_COUNT;2022;78.0;78.0
EC102;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_PCT;2022;0.5;0.5
EC102;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_COUNT;2022;228.0;228.0
EC102;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_PCT;2022;1.4;1.4
EC102;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_COUNT;2022;297.0;297.0
EC102;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_PCT;2022;1.8;1.8
EC102;INFRA_REFUSE_OWN_REFUSE_DUMP_COUNT;2022;2947.0;2947.0
EC102;INFRA_REFUSE_OWN_REFUSE_DUMP_PCT;2022;18.3;18.3
EC102;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_COUNT;2022;224.0;224.0
EC102;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;1.4;1.4
EC102;INFRA_REFUSE_OTHER_COUNT;2022;90.0;90.0
EC102;INFRA_REFUSE_OTHER_PCT;2022;0.6;0.6
EC101;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_COUNT;2022;20683.0;20683.0
EC101;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_PCT;2022;88.7;88.7
EC101;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_COUNT;2022;463.0;463.0
EC101;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_PCT;2022;2.0;2.0
EC101;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_COUNT;2022;42.0;42.0
EC101;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_PCT;2022;0.2;0.2
EC101;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_COUNT;2022;845.0;845.0
EC101;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_PCT;2022;3.6;3.6
EC101;INFRA_REFUSE_OWN_REFUSE_DUMP_COUNT;2022;967.0;967.0
EC101;INFRA_REFUSE_OWN_REFUSE_DUMP_PCT;2022;4.1;4.1
EC101;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_COUNT;2022;216.0;216.0
EC101;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;0.9;0.9
EC101;INFRA_REFUSE_OTHER_COUNT;2022;102.0;102.0
EC101;INFRA_REFUSE_OTHER_PCT;2022;0.4;0.4
EC109;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_COUNT;2022;8132.0;8132.0
EC109;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_PCT;2022;84.8;84.8
EC109;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_COUNT;2022;108.0;108.0
EC109;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_PCT;2022;1.1;1.1
EC109;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_COUNT;2022;84.0;84.0
EC109;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_PCT;2022;0.9;0.9
EC109;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_COUNT;2022;176.0;176.0
EC109;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_PCT;2022;1.8;1.8
EC109;INFRA_REFUSE_OWN_REFUSE_DUMP_COUNT;2022;954.0;954.0
EC109;INFRA_REFUSE_OWN_REFUSE_DUMP_PCT;2022;9.9;9.9
EC109;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_COUNT;2022;44.0;44.0
EC109;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;0.5;0.5
EC109;INFRA_REFUSE_OTHER_COUNT;2022;95.0;95.0
EC109;INFRA_REFUSE_OTHER_PCT;2022;1.0;1.0
EC108;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_COUNT;2022;24652.0;24652.0
EC108;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_PCT;2022;86.0;86.0
EC108;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_COUNT;2022;234.0;234.0
EC108;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_PCT;2022;0.8;0.8
EC108;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_COUNT;2022;198.0;198.0
EC108;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_PCT;2022;0.7;0.7
EC108;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_COUNT;2022;2522.0;2522.0
EC108;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_PCT;2022;8.8;8.8
EC108;INFRA_REFUSE_OWN_REFUSE_DUMP_COUNT;2022;332.0;332.0
EC108;INFRA_REFUSE_OWN_REFUSE_DUMP_PCT;2022;1.2;1.2
EC108;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_COUNT;2022;561.0;561.0
EC108;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;2.0;2.0
EC108;INFRA_REFUSE_OTHER_COUNT;2022;182.0;182.0
EC108;INFRA_REFUSE_OTHER_PCT;2022;0.6;0.6
EC104;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_COUNT;2022;25200.0;25200.0
EC104;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_PCT;2022;86.2;86.2
EC104;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_COUNT;2022;461.0;461.0
EC104;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_PCT;2022;1.6;1.6
EC104;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_COUNT;2022;259.0;259.0
EC104;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_PCT;2022;0.9;0.9
EC104;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_COUNT;2022;1712.0;1712.0
EC104;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_PCT;2022;5.9;5.9
EC104;INFRA_REFUSE_OWN_REFUSE_DUMP_COUNT;2022;874.0;874.0
EC104;INFRA_REFUSE_OWN_REFUSE_DUMP_PCT;2022;3.0;3.0
EC104;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_COUNT;2022;613.0;613.0
EC104;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;2.1;2.1
EC104;INFRA_REFUSE_OTHER_COUNT;2022;121.0;121.0
EC104;INFRA_REFUSE_OTHER_PCT;2022;0.4;0.4
EC124;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_COUNT;2022;13336.0;13336.0
EC124;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_PCT;2022;39.7;39.7
EC124;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_COUNT;2022;227.0;227.0
EC124;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_PCT;2022;0.7;0.7
EC124;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_COUNT;2022;410.0;410.0
EC124;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_PCT;2022;1.2;1.2
EC124;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_COUNT;2022;1323.0;1323.0
EC124;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_PCT;2022;3.9;3.9
EC124;INFRA_REFUSE_OWN_REFUSE_DUMP_COUNT;2022;16067.0;16067.0
EC124;INFRA_REFUSE_OWN_REFUSE_DUMP_PCT;2022;47.8;47.8
EC124;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_COUNT;2022;1471.0;1471.0
EC124;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;4.4;4.4
EC124;INFRA_REFUSE_OTHER_COUNT;2022;788.0;788.0
EC124;INFRA_REFUSE_OTHER_PCT;2022;2.3;2.3
EC123;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_COUNT;2022;5067.0;5067.0
EC123;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_PCT;2022;41.9;41.9
EC123;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_COUNT;2022;57.0;57.0
EC123;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_PCT;2022;0.5;0.5
EC123;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_COUNT;2022;120.0;120.0
EC123;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_PCT;2022;1.0;1.0
EC123;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_COUNT;2022;233.0;233.0
EC123;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_PCT;2022;1.9;1.9
EC123;INFRA_REFUSE_OWN_REFUSE_DUMP_COUNT;2022;5244.0;5244.0
EC123;INFRA_REFUSE_OWN_REFUSE_DUMP_PCT;2022;43.4;43.4
EC123;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_COUNT;2022;932.0;932.0
EC123;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;7.7;7.7
EC123;INFRA_REFUSE_OTHER_COUNT;2022;443.0;443.0
EC123;INFRA_REFUSE_OTHER_PCT;2022;3.7;3.7
EC105;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_COUNT;2022;29268.0;29268.0
EC105;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_PCT;2022;90.2;90.2
EC105;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_COUNT;2022;172.0;172.0
EC105;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_PCT;2022;0.5;0.5
EC105;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_COUNT;2022;346.0;346.0
EC105;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_PCT;2022;1.1;1.1
EC105;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_COUNT;2022;781.0;781.0
EC105;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_PCT;2022;2.4;2.4
EC105;INFRA_REFUSE_OWN_REFUSE_DUMP_COUNT;2022;1368.0;1368.0
EC105;INFRA_REFUSE_OWN_REFUSE_DUMP_PCT;2022;4.2;4.2
EC105;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_COUNT;2022;376.0;376.0
EC105;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;1.2;1.2
EC105;INFRA_REFUSE_OTHER_COUNT;2022;129.0;129.0
EC105;INFRA_REFUSE_OTHER_PCT;2022;0.4;0.4
EC106;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_COUNT;2022;14663.0;14663.0
EC106;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_PCT;2022;77.1;77.1
EC106;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_COUNT;2022;572.0;572.0
EC106;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_PCT;2022;3.0;3.0
EC106;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_COUNT;2022;134.0;134.0
EC106;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_PCT;2022;0.7;0.7
EC106;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_COUNT;2022;466.0;466.0
EC106;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_PCT;2022;2.5;2.5
EC106;INFRA_REFUSE_OWN_REFUSE_DUMP_COUNT;2022;2660.0;2660.0
EC106;INFRA_REFUSE_OWN_REFUSE_DUMP_PCT;2022;14.0;14.0
EC106;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_COUNT;2022;330.0;330.0
EC106;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;1.7;1.7
EC106;INFRA_REFUSE_OTHER_COUNT;2022;192.0;192.0
EC106;INFRA_REFUSE_OTHER_PCT;2022;1.0;1.0
KZN252;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_COUNT;2022;85515.0;85515.0
KZN252;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_PCT;2022;73.2;73.2
KZN252;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_COUNT;2022;1295.0;1295.0
KZN252;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_PCT;2022;1.1;1.1
KZN252;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_COUNT;2022;1325.0;1325.0
KZN252;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_PCT;2022;1.1;1.1
KZN252;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_COUNT;2022;1600.0;1600.0
KZN252;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_PCT;2022;1.4;1.4
KZN252;INFRA_REFUSE_OWN_REFUSE_DUMP_COUNT;2022;23176.0;23176.0
KZN252;INFRA_REFUSE_OWN_REFUSE_DUMP_PCT;2022;19.8;19.8
KZN252;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_COUNT;2022;3460.0;3460.0
KZN252;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;3.0;3.0
KZN252;INFRA_REFUSE_OTHER_COUNT;2022;392.0;392.0
KZN252;INFRA_REFUSE_OTHER_PCT;2022;0.3;0.3
ETH;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_COUNT;2022;906274.0;906274.0
ETH;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_PCT;2022;80.7;80.7
ETH;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_COUNT;2022;18890.0;18890.0
ETH;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_PCT;2022;1.7;1.7
ETH;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_COUNT;2022;15332.0;15332.0
ETH;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_PCT;2022;1.4;1.4
ETH;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_COUNT;2022;57942.0;57942.0
ETH;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_PCT;2022;5.2;5.2
ETH;INFRA_REFUSE_OWN_REFUSE_DUMP_COUNT;2022;96951.0;96951.0
ETH;INFRA_REFUSE_OWN_REFUSE_DUMP_PCT;2022;8.6;8.6
ETH;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_COUNT;2022;21908.0;21908.0
ETH;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;2.0;2.0
ETH;INFRA_REFUSE_OTHER_COUNT;2022;5442.0;5442.0
ETH;INFRA_REFUSE_OTHER_PCT;2022;0.5;0.5
KZN436;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_COUNT;2022;5886.0;5886.0
KZN436;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_PCT;2022;23.1;23.1
KZN436;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_COUNT;2022;279.0;279.0
KZN436;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_PCT;2022;1.1;1.1
KZN436;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_COUNT;2022;549.0;549.0
KZN436;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_PCT;2022;2.2;2.2
KZN436;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_COUNT;2022;1068.0;1068.0
KZN436;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_PCT;2022;4.2;4.2
KZN436;INFRA_REFUSE_OWN_REFUSE_DUMP_COUNT;2022;15926.0;15926.0
KZN436;INFRA_REFUSE_OWN_REFUSE_DUMP_PCT;2022;62.4;62.4
KZN436;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_COUNT;2022;352.0;352.0
KZN436;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;1.4;1.4
KZN436;INFRA_REFUSE_OTHER_COUNT;2022;1465.0;1465.0
KZN436;INFRA_REFUSE_OTHER_PCT;2022;5.7;5.7
KZN433;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_COUNT;2022;17632.0;17632.0
KZN433;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_AT_LEAST_ONCE_A_WEEK_PCT;2022;77.6;77.6
KZN433;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_COUNT;2022;557.0;557.0
KZN433;INFRA_REFUSE_REMOVED_BY_LOCAL_AUTHORITY_LESS_OFTEN_PCT;2022;2.5;2.5
KZN433;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_COUNT;2022;435.0;435.0
KZN433;INFRA_REFUSE_COMMUNAL_REFUSE_DUMP_PCT;2022;1.9;1.9
KZN433;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_COUNT;2022;834.0;834.0
KZN433;INFRA_REFUSE_COMMUNAL_CONTAINER_CENTRAL_COLLECTION_POINT_PCT;2022;3.7;3.7
KZN433;INFRA_REFUSE_OWN_REFUSE_DUMP_COUNT;2022;2422.0;2422.0
KZN433;INFRA_REFUSE_OWN_REFUSE_DUMP_PCT;2022;10.7;10.7
KZN433;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_COUNT;2022;424.0;424.0
KZN433;INFRA_REFUSE_NO_RUBBISH_DISPOSAL_PCT;2022;1.9;1.9
KZN433;INFRA_REFUSE_OTHER_COUNT;2022;432.0;432.0
KZN433;INFRA_REFUSE_OTHER_PCT;2022;1.9;1.9
