"MunicipalityCode";"IndicatorID";"Year";"IndicatorName";"Theme";"Source";"Normalization";"Polarity";"MunicipalityName";"ProvinceName";"MIIF_Category";"ProvinceAcronym";"DistrictName";"ValueRaw";"ValueParsed"
"KZN241";"LIFE_EXPECTANCY_RATE";"2024";"Life expectancy rate";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Stats SA
Quantec";"minmax";"1";"Endumeni";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"20.13";"20.125555839150753"
"KZN241";"CHILD_MORTALITY_RATE";"2024";"Child mortality rate";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Stats SA
Quantec";"minmax";"-1";"Endumeni";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"64.70";"64.70446949970989"
"KZN241";"LITERACY_RATE_PER_MUNICIPALITY";"2024";"Literacy rate per municipality";"Education";"Stats SA
Quantec";"minmax";"1";"Endumeni";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"36.02";"36.02410578049624"
"KZN241";"CRIME_RATES";"2024";"Crime rates";"Safety And Security";"Stats SA
Quantec";"minmax";"-1";"Endumeni";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"48.73";"48.72947164921728"
"KZN241";"LIFE_EXPECTANCY_PER_MUNICIPALITY";"2024";"Life expectancy per municipality";"Life Expectancy";"Stats SA
Quantec";"minmax";"1";"Endumeni";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"34.40";"34.403693057252525"
"KZN241";"TOTAL_POPULATION_PER_MUNICIPALITY";"2024";"Total population per municipality";"Population Dynamics";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Endumeni";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"42.16";"42.16129140129466"
"KZN241";"POPULATION_GROWTH_RATE_PER_MUNICIPALITY";"2024";"Population growth rate per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Endumeni";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"37.94";"37.942807068289355"
"KZN241";"POPULATION_DISTRIBUTION_PER_MUNICIPALITY_BLACK_AFRICAN_COLOUREDS_WHITE_INDIAN_OR_ASIAN";"2024";"Population distribution per municipality (Black African, Coloureds, White, Indian or Asian)";"Population Distribution";"Census 2022
Mid-year population estimates 2025";"minmax";"-1";"Endumeni";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"46.74";"46.74133554917886"
"KZN241";"GENDER_DISTRIBUTION_PER_MUNICIPALITY_MALE_FEMALE";"2024";"Gender distribution per municipality (male / female)";"Gender Distribution";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Endumeni";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"41.69";"41.68669237529798"
"KZN241";"CHILDREN_POPULATION_PER_MUNICIPALITY";"2024";"Children population per municipality";"Age Structure";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Endumeni";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"67.99";"67.98594878709056"
"KZN241";"YOUTH_POPULATION_PER_MUNICIPALITY_15_34";"2024";"Youth population per municipality (15-34)";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Endumeni";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"74.49";"74.48983418271546"
"KZN241";"ADULT_POPULATION_AGED_35_59_PER_MUNICIPALITY";"2024";"Adult population aged 35 – 59 per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Endumeni";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"37.49";"37.49059518761165"
"KZN241";"POPULATION_AGED_ABOVE_60_PER_MUNICIPALITY";"2024";"Population aged above 60 per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Endumeni";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"54.83";"54.825846979932116"
"KZN241";"WORKING_AGE_POPULATION_15_64_PER_MUNICIPALITY";"2024";"Working age population ( 15 – 64) per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Endumeni";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"70.17";"70.16583294677976"
"KZN241";"IN_MIGRATION_PER_MUNICIPALITY";"2024";"In-migration per municipality";"Migration";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Endumeni";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"49.32";"49.31829335681205"
"KZN241";"OUT_MIGRATION_PER_MUNICIPALITY";"2024";"Out-migration per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Endumeni";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"64.08";"64.07692347216772"
"KZN242";"TOTAL_NUMBER_OF_HOUSEHOLDS_PER_MUNICIPALITY";"2024";"Total number of households per municipality";"Household And Living Conditions";"General Household Survey (2024)
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"37.24";"37.23924198340872"
"KZN242";"AVERAGE_HOUSEHOLD_SIZE_PER_MUNICIPALITY";"2024";"Average household size per municipality";"Dwelling Type";"General Household Survey (2024)
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"44.74";"44.74101205612516"
"KZN242";"PERCENTAGE_OF_HOUSEHOLDS_WITH_FORMAL_DWELLINGS_PER_MUNICIPALITY";"2024";"Percentage of households with formal dwellings per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"General Household Survey (2024)
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"44.33";"44.327937258068665"
"KZN242";"PERCENTAGE_OF_HOUSEHOLD_WITH_ACCESS_TO_WATER_SANITATION_ELECTRICITY_AND_WASTE_COLLECTION_PER_MUNICIPALITY";"2024";"Percentage of household with access to water, sanitation, electricity, and waste collection per municipality";"Access To Service Access And Quality";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"51.24";"51.240917874002626"
"KZN242";"WATER_AND_SANITATION_QUALITY_WATER_PER_MUNICIPALITY_BLUE_DROP_GREEN_DROP_STATUS";"2024";"Water and sanitation quality water per municipality (blue drop, green drop status)";"Quality Of Basic Services";"Blue drop report 2024";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"58.58";"58.57805663474237"
"KZN242";"NUMBER_OF_CONSUMER_UNITS_USING_THE_BUCKET_TOILET_SYSTEM_PROVIDED_BY_MUNICIPALITIES_IN_EACH_PROVINCE";"2024";"Number of consumer units using the bucket toilet system provided by municipalities in each province";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"41.90";"41.9024590787866"
"KZN242";"NUMBER_OF_MUNICIPALITIES_THAT_PROVIDE_SERVICES";"2024";"Number (%) of municipalities that provide services";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"51.51";"51.505870219420274"
"KZN242";"WATER_SANITATION_ELECTRICITY_WASTE";"2024";"water, sanitation, electricity, waste";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"35.79";"35.79214206659985"
"KZN242";"NUMBER_OF_CONSUMER_UNITS_RECEIVING_WATER_SERVICES_AND_FREE_BASIC_WATER_SERVICES_FROM_MUNICIPALITIES";"2024";"Number of consumer units receiving water services and free basic water services from municipalities";"Free Basic Services";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"29.71";"29.711672652313215"
"KZN242";"NUMBER_OF_MUNICIPALITIES_IN_EACH_PROVINCE_WITH_A_POLICY_IN_PLACE_RELATING_TO_THE_PROVISION_OF_FREE_BASIC_SERVICES";"2024";"Number of municipalities in each province with a policy in place relating to the provision of free basic services";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"50.74";"50.74174257235483"
"KZN242";"NUMBER_OF_MUNICIPALITIES_IN_EACH_PROVINCE_WHICH_HAVE_IMPLEMENTED_THE_POLICY_RELATING_TO_THE_PROVISION_OF_FREE_BASIC_SERV";"2024";"Number of municipalities in each province which have implemented the policy relating to the provision of free basic services";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"31.00";"31.0013294854297"
"KZN242";"NUMBER_OF_INDIGENT_HOUSEHOLDS_IN_EACH_PROVINCE_BENEFITING_FROM_AN_INDIGENT_SUPPORT_SYSTEM";"2024";"Number of indigent households in each province benefiting from an indigent support system";"Indigent Support";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"-1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"44.11";"44.11359173253226"
"KZN242";"NUMBER_OF_VACANT_MANAGERIAL_POSITIONS_BY_PROVINCE_ACCORDING_TO_SECTION_54A_AND_56_OF_LOCAL_GOVERNMENT_MUNICIPAL_SYSTEM_A";"2024";"Number of vacant managerial positions by province according to Section 54A and 56 of Local Government Municipal System Act, 2000 (Act No.32 of 2000)";"Municipal Vacancies";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"48.65";"48.65411324446413"
"KZN242";"NUMBER_OF_MANAGERIAL_POSITIONS_BY_PROVINCE_ACCORDING_TO_ORGANOGRAM_EXCLUDING_SECTION_56_MANAGERS";"2024";"Number of managerial positions by province according to organogram (excluding Section 56 managers)";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"54.77";"54.77150659550872"
"KZN242";"NUMBER_OF_COUNCILLORS_PER_MUNICIPALITY";"2024";"Number of councillors per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"IEC
Non-financial census of municipalities for the year ended 30 June 2023";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"35.59";"35.59035950284474"
"KZN242";"EMPLOYMENT_POSITIONS_INCLUDING_MANAGERIAL_POSITIONS_BY_PROVINCE";"2024";"Employment positions including managerial positions by province";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Municipalities 
Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"53.23";"53.22661391074395"
"KZN242";"AN_ALTERNATIVE_DIFFERENTIATION_APPROACH";"2024";"An alternative differentiation approach";"An Alternative Differentiation Approach
Analysis Of Disparities In Service Delivery Between Different Municipalities, Such As Urban Versus Rural Areas. (Apply The Miif Model And Identify Characteristics Predominant In Each Municipal Type)";"An alternative differentiation approach
Analysis of disparities in service delivery between different municipalities, such as urban versus rural areas. (Apply the MIIF model and identify characteristics predominant in each municipal type)";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"57.71";"57.70810469489785"
"KZN242";"ANALYSIS_OF_DISPARITIES_IN_SERVICE_DELIVERY_BETWEEN_DIFFERENT_MUNICIPALITIES_SUCH_AS_URBAN_VERSUS_RURAL_AREAS_APPLY_T";"2024";"Analysis of disparities in service delivery between different municipalities, such as urban versus rural areas. (Apply the MIIF model and identify characteristics predominant in each municipal type)";"An Alternative Differentiation Approach
Analysis Of Disparities In Service Delivery Between Different Municipalities, Such As Urban Versus Rural Areas. (Apply The Miif Model And Identify Characteristics Predominant In Each Municipal Type)";"An alternative differentiation approach
Analysis of disparities in service delivery between different municipalities, such as urban versus rural areas. (Apply the MIIF model and identify characteristics predominant in each municipal type)";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"46.60";"46.59959389555335"
"KZN242";"PERCENTAGE_OF_THE_POPULATION_LIVING_BELOW_A_CERTAIN_INCOME_LEVEL_POVERTY_LINE";"2024";"Percentage of the population living below a certain income level (poverty line)";"Poverty";"Stats SA
Quantec";"minmax";"-1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"64.21";"64.20837597400666"
"KZN242";"UNEMPLOYMENT_RATE_PER_MUNICIPALITY";"2024";"Unemployment rate per municipality";"Unemployment";"Stats SA
Quantec";"minmax";"-1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"23.57";"23.57381220834555"
"KZN242";"GINI_COEFFICIENT_PER_MUNICIPALITY";"2024";"Gini-coefficient per municipality";"Inequality";"Stats SA
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"36.97";"36.965448614154056"
"KZN242";"HOUSEHOLD_INCOME_PER_MUNICIPALITY";"2024";"Household income per municipality";"Household Income";"Stats SA
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"46.44";"46.440201762675095"
"KZN242";"GDP_PER_MUNICIPALITY";"2024";"GDP per municipality";"Trade Balance";"Stats SA
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"42.69";"42.68829535503245"
"KZN242";"INFANT_MORTALITY_RATE";"2024";"Infant mortality rate";"Social And Health";"Stats SA
Quantec";"minmax";"-1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"40.62";"40.623866220493795"
"KZN242";"LIFE_EXPECTANCY_RATE";"2024";"Life expectancy rate";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Stats SA
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"59.47";"59.468945251832636"
"KZN242";"CHILD_MORTALITY_RATE";"2024";"Child mortality rate";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Stats SA
Quantec";"minmax";"-1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"58.62";"58.61524020525266"
"KZN242";"LITERACY_RATE_PER_MUNICIPALITY";"2024";"Literacy rate per municipality";"Education";"Stats SA
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"61.47";"61.47217532840831"
"KZN242";"CRIME_RATES";"2024";"Crime rates";"Safety And Security";"Stats SA
Quantec";"minmax";"-1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"37.55";"37.551293459902354"
"KZN242";"LIFE_EXPECTANCY_PER_MUNICIPALITY";"2024";"Life expectancy per municipality";"Life Expectancy";"Stats SA
Quantec";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"56.17";"56.17100328348889"
"KZN242";"TOTAL_POPULATION_PER_MUNICIPALITY";"2024";"Total population per municipality";"Population Dynamics";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"32.12";"32.12183696639785"
"KZN242";"POPULATION_GROWTH_RATE_PER_MUNICIPALITY";"2024";"Population growth rate per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"44.04";"44.040664727004014"
"KZN242";"POPULATION_DISTRIBUTION_PER_MUNICIPALITY_BLACK_AFRICAN_COLOUREDS_WHITE_INDIAN_OR_ASIAN";"2024";"Population distribution per municipality (Black African, Coloureds, White, Indian or Asian)";"Population Distribution";"Census 2022
Mid-year population estimates 2025";"minmax";"-1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"47.17";"47.16657830527087"
"KZN242";"GENDER_DISTRIBUTION_PER_MUNICIPALITY_MALE_FEMALE";"2024";"Gender distribution per municipality (male / female)";"Gender Distribution";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"50.57";"50.56518404747931"
"KZN242";"CHILDREN_POPULATION_PER_MUNICIPALITY";"2024";"Children population per municipality";"Age Structure";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"45.82";"45.82325268672559"
"KZN242";"YOUTH_POPULATION_PER_MUNICIPALITY_15_34";"2024";"Youth population per municipality (15-34)";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"57.71";"57.70589422173534"
"KZN242";"ADULT_POPULATION_AGED_35_59_PER_MUNICIPALITY";"2024";"Adult population aged 35 – 59 per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"58.59";"58.59392562103024"
"KZN242";"POPULATION_AGED_ABOVE_60_PER_MUNICIPALITY";"2024";"Population aged above 60 per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"47.69";"47.69357424785061"
"KZN242";"WORKING_AGE_POPULATION_15_64_PER_MUNICIPALITY";"2024";"Working age population ( 15 – 64) per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"35.19";"35.192488650238765"
"KZN242";"IN_MIGRATION_PER_MUNICIPALITY";"2024";"In-migration per municipality";"Migration";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"36.20";"36.19570801129417"
"KZN242";"OUT_MIGRATION_PER_MUNICIPALITY";"2024";"Out-migration per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Nqutu";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"41.95";"41.95236895811713"
"KZN244";"TOTAL_NUMBER_OF_HOUSEHOLDS_PER_MUNICIPALITY";"2024";"Total number of households per municipality";"Household And Living Conditions";"General Household Survey (2024)
Quantec";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"57.93";"57.926941659758796"
"KZN244";"AVERAGE_HOUSEHOLD_SIZE_PER_MUNICIPALITY";"2024";"Average household size per municipality";"Dwelling Type";"General Household Survey (2024)
Quantec";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"46.73";"46.725165989116135"
"KZN244";"PERCENTAGE_OF_HOUSEHOLDS_WITH_FORMAL_DWELLINGS_PER_MUNICIPALITY";"2024";"Percentage of households with formal dwellings per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"General Household Survey (2024)
Quantec";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"36.68";"36.675833119974904"
"KZN244";"PERCENTAGE_OF_HOUSEHOLD_WITH_ACCESS_TO_WATER_SANITATION_ELECTRICITY_AND_WASTE_COLLECTION_PER_MUNICIPALITY";"2024";"Percentage of household with access to water, sanitation, electricity, and waste collection per municipality";"Access To Service Access And Quality";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"65.03";"65.03262579099595"
"KZN244";"WATER_AND_SANITATION_QUALITY_WATER_PER_MUNICIPALITY_BLUE_DROP_GREEN_DROP_STATUS";"2024";"Water and sanitation quality water per municipality (blue drop, green drop status)";"Quality Of Basic Services";"Blue drop report 2024";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"48.09";"48.093551277788904"
"KZN244";"NUMBER_OF_CONSUMER_UNITS_USING_THE_BUCKET_TOILET_SYSTEM_PROVIDED_BY_MUNICIPALITIES_IN_EACH_PROVINCE";"2024";"Number of consumer units using the bucket toilet system provided by municipalities in each province";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"33.84";"33.83585891905837"
"KZN244";"NUMBER_OF_MUNICIPALITIES_THAT_PROVIDE_SERVICES";"2024";"Number (%) of municipalities that provide services";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"67.88";"67.8848670645982"
"KZN244";"WATER_SANITATION_ELECTRICITY_WASTE";"2024";"water, sanitation, electricity, waste";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"41.45";"41.44696035522162"
"KZN244";"NUMBER_OF_CONSUMER_UNITS_RECEIVING_WATER_SERVICES_AND_FREE_BASIC_WATER_SERVICES_FROM_MUNICIPALITIES";"2024";"Number of consumer units receiving water services and free basic water services from municipalities";"Free Basic Services";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"67.94";"67.93779453520472"
"KZN244";"NUMBER_OF_MUNICIPALITIES_IN_EACH_PROVINCE_WITH_A_POLICY_IN_PLACE_RELATING_TO_THE_PROVISION_OF_FREE_BASIC_SERVICES";"2024";"Number of municipalities in each province with a policy in place relating to the provision of free basic services";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"54.56";"54.56373340979664"
"KZN244";"NUMBER_OF_MUNICIPALITIES_IN_EACH_PROVINCE_WHICH_HAVE_IMPLEMENTED_THE_POLICY_RELATING_TO_THE_PROVISION_OF_FREE_BASIC_SERV";"2024";"Number of municipalities in each province which have implemented the policy relating to the provision of free basic services";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"69.26";"69.26001176102565"
"KZN244";"NUMBER_OF_INDIGENT_HOUSEHOLDS_IN_EACH_PROVINCE_BENEFITING_FROM_AN_INDIGENT_SUPPORT_SYSTEM";"2024";"Number of indigent households in each province benefiting from an indigent support system";"Indigent Support";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"-1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"64.24";"64.24151732216438"
"KZN244";"NUMBER_OF_VACANT_MANAGERIAL_POSITIONS_BY_PROVINCE_ACCORDING_TO_SECTION_54A_AND_56_OF_LOCAL_GOVERNMENT_MUNICIPAL_SYSTEM_A";"2024";"Number of vacant managerial positions by province according to Section 54A and 56 of Local Government Municipal System Act, 2000 (Act No.32 of 2000)";"Municipal Vacancies";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"62.32";"62.31612786462213"
"KZN244";"NUMBER_OF_MANAGERIAL_POSITIONS_BY_PROVINCE_ACCORDING_TO_ORGANOGRAM_EXCLUDING_SECTION_56_MANAGERS";"2024";"Number of managerial positions by province according to organogram (excluding Section 56 managers)";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"37.80";"37.795987363201895"
"KZN244";"NUMBER_OF_COUNCILLORS_PER_MUNICIPALITY";"2024";"Number of councillors per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"IEC
Non-financial census of municipalities for the year ended 30 June 2023";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"38.65";"38.653136467220996"
"KZN244";"EMPLOYMENT_POSITIONS_INCLUDING_MANAGERIAL_POSITIONS_BY_PROVINCE";"2024";"Employment positions including managerial positions by province";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Municipalities 
Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"72.21";"72.20515081066053"
"KZN244";"AN_ALTERNATIVE_DIFFERENTIATION_APPROACH";"2024";"An alternative differentiation approach";"An Alternative Differentiation Approach
Analysis Of Disparities In Service Delivery Between Different Municipalities, Such As Urban Versus Rural Areas. (Apply The Miif Model And Identify Characteristics Predominant In Each Municipal Type)";"An alternative differentiation approach
Analysis of disparities in service delivery between different municipalities, such as urban versus rural areas. (Apply the MIIF model and identify characteristics predominant in each municipal type)";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"44.67";"44.673774014427025"
"KZN244";"ANALYSIS_OF_DISPARITIES_IN_SERVICE_DELIVERY_BETWEEN_DIFFERENT_MUNICIPALITIES_SUCH_AS_URBAN_VERSUS_RURAL_AREAS_APPLY_T";"2024";"Analysis of disparities in service delivery between different municipalities, such as urban versus rural areas. (Apply the MIIF model and identify characteristics predominant in each municipal type)";"An Alternative Differentiation Approach
Analysis Of Disparities In Service Delivery Between Different Municipalities, Such As Urban Versus Rural Areas. (Apply The Miif Model And Identify Characteristics Predominant In Each Municipal Type)";"An alternative differentiation approach
Analysis of disparities in service delivery between different municipalities, such as urban versus rural areas. (Apply the MIIF model and identify characteristics predominant in each municipal type)";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"55.14";"55.14491546183405"
"KZN244";"PERCENTAGE_OF_THE_POPULATION_LIVING_BELOW_A_CERTAIN_INCOME_LEVEL_POVERTY_LINE";"2024";"Percentage of the population living below a certain income level (poverty line)";"Poverty";"Stats SA
Quantec";"minmax";"-1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"45.36";"45.3583883989367"
"KZN244";"UNEMPLOYMENT_RATE_PER_MUNICIPALITY";"2024";"Unemployment rate per municipality";"Unemployment";"Stats SA
Quantec";"minmax";"-1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"71.31";"71.31165709609213"
"KZN244";"GINI_COEFFICIENT_PER_MUNICIPALITY";"2024";"Gini-coefficient per municipality";"Inequality";"Stats SA
Quantec";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"61.54";"61.54249131068474"
"KZN244";"HOUSEHOLD_INCOME_PER_MUNICIPALITY";"2024";"Household income per municipality";"Household Income";"Stats SA
Quantec";"minmax";"1";"Msinga";"KwaZulu-Natal";"B";"KZN";"Umzinyathi";"32.06";"32.057266881527"
