MunicipalityCode,IndicatorColumn,Theme,Value,ValueParsed
DC34,HIV_PCT,Health,1.712872133395983,1.712872133395983
DC34,MORT_CHILD,Health,84.8785401145598,84.8785401145598
DC34,MURDER,Safety,16.69548557693352,16.69548557693352
DC34,CRIME,Safety,54.61346588654851,54.61346588654851
DC34,AUDIT_CLEAN,Governance,54.409959617274616,54.409959617274616
DC34,UNAUTH_PCT,Governance,15.086195463163865,15.086195463163865
DC35,POP_2022,Demographics,44.865355876781976,44.865355876781976
DC35,POP_DENSITY,Demographics,32.84932511467872,32.84932511467872
DC35,POP_GROWTH_PCT,Demographics,46.086600092647814,46.086600092647814
DC35,PCT_WATER,Infrastructure,39.61344604761251,39.61344604761251
DC35,PCT_SAN,Infrastructure,58.926789707404936,58.926789707404936
DC35,PCT_ELEC,Infrastructure,36.50799086292125,36.50799086292125
DC35,REV_PC,Finance,31.642518611473776,31.642518611473776
DC35,GRANT_PCT,Finance,56.92128466114361,56.92128466114361
DC35,SURPLUS_PCT,Finance,46.60791929717207,46.60791929717207
DC35,POV_PCT,Poverty,49.636267886417755,49.636267886417755
DC35,GINI,Poverty,21.708266554828064,21.708266554828064
DC35,HIV_PCT,Health,14.094744372030519,14.094744372030519
DC35,MORT_CHILD,Health,23.645557134945967,23.645557134945967
DC35,MURDER,Safety,22.583572286388225,22.583572286388225
DC35,CRIME,Safety,50.723985373058284,50.723985373058284
DC35,AUDIT_CLEAN,Governance,54.51968100588104,54.51968100588104
DC35,UNAUTH_PCT,Governance,31.897394209351994,31.897394209351994
DC36,POP_2022,Demographics,68.61838037648704,68.61838037648704
DC36,POP_DENSITY,Demographics,67.36938787530259,67.36938787530259
DC36,POP_GROWTH_PCT,Demographics,44.867978328010786,44.867978328010786
DC36,PCT_WATER,Infrastructure,23.5621645691392,23.5621645691392
DC36,PCT_SAN,Infrastructure,71.5075329887108,71.5075329887108
DC36,PCT_ELEC,Infrastructure,38.77965297943184,38.77965297943184
DC36,REV_PC,Finance,42.52330392861949,42.52330392861949
DC36,GRANT_PCT,Finance,33.20789948786863,33.20789948786863
DC36,SURPLUS_PCT,Finance,22.204193474056048,22.204193474056048
DC36,POV_PCT,Poverty,10.62721139369416,10.62721139369416
DC36,GINI,Poverty,52.657366471145764,52.657366471145764
DC36,HIV_PCT,Health,24.33197892206759,24.33197892206759
DC36,MORT_CHILD,Health,101.19062457993647,101.19062457993647
DC36,MURDER,Safety,18.27852834775042,18.27852834775042
DC36,CRIME,Safety,14.852350500372602,14.852350500372602
DC36,AUDIT_CLEAN,Governance,50.20277431226882,50.20277431226882
DC36,UNAUTH_PCT,Governance,70.58626957934591,70.58626957934591
DC47,POP_2022,Demographics,41.291793138864435,41.291793138864435
DC47,POP_DENSITY,Demographics,51.44484840374549,51.44484840374549
DC47,POP_GROWTH_PCT,Demographics,3.129051650825808,3.129051650825808
DC47,PCT_WATER,Infrastructure,26.449769086164665,26.449769086164665
DC47,PCT_SAN,Infrastructure,18.527685417248662,18.527685417248662
DC47,PCT_ELEC,Infrastructure,2.0990830010423807,2.0990830010423807
DC47,REV_PC,Finance,42.33960468047774,42.33960468047774
DC47,GRANT_PCT,Finance,4.856552432208673,4.856552432208673
DC47,SURPLUS_PCT,Finance,13.556080678251025,13.556080678251025
DC47,POV_PCT,Poverty,29.256124119731638,29.256124119731638
DC47,GINI,Poverty,23.374283280978474,23.374283280978474
DC47,HIV_PCT,Health,47.92817004414135,47.92817004414135
DC47,MORT_CHILD,Health,46.111603838049604,46.111603838049604
DC47,MURDER,Safety,57.87597491870913,57.87597491870913
DC47,CRIME,Safety,55.04767465425356,55.04767465425356
DC47,AUDIT_CLEAN,Governance,62.81625578722762,62.81625578722762
DC47,UNAUTH_PCT,Governance,39.96163199981892,39.96163199981892
LIM331,POP_2022,Demographics,66.06933801633339,66.06933801633339
LIM331,POP_DENSITY,Demographics,70.23027403838383,70.23027403838383
LIM331,POP_GROWTH_PCT,Demographics,62.833133947820514,62.833133947820514
LIM331,PCT_WATER,Infrastructure,52.056113801658526,52.056113801658526
LIM331,PCT_SAN,Infrastructure,53.351149313204594,53.351149313204594
LIM331,PCT_ELEC,Infrastructure,43.648832033400694,43.648832033400694
LIM331,REV_PC,Finance,68.4323365981966,68.4323365981966
LIM331,GRANT_PCT,Finance,58.11969651829689,58.11969651829689
LIM331,SURPLUS_PCT,Finance,46.7365249872647,46.7365249872647
LIM331,POV_PCT,Poverty,46.75510361350815,46.75510361350815
LIM331,GINI,Poverty,35.79202544434423,35.79202544434423
LIM331,HIV_PCT,Health,79.57682682474399,79.57682682474399
LIM331,MORT_CHILD,Health,61.572353390635755,61.572353390635755
LIM331,MURDER,Safety,42.743999608534594,42.743999608534594
LIM331,CRIME,Safety,76.17095499204036,76.17095499204036
LIM331,AUDIT_CLEAN,Governance,48.79102380411254,48.79102380411254
LIM331,UNAUTH_PCT,Governance,31.869987459755347,31.869987459755347
LIM332,POP_2022,Demographics,60.424445784382655,60.424445784382655
LIM332,POP_DENSITY,Demographics,29.25806020867774,29.25806020867774
LIM332,POP_GROWTH_PCT,Demographics,31.82201819582421,31.82201819582421
LIM332,PCT_WATER,Infrastructure,40.82360040698355,40.82360040698355
LIM332,PCT_SAN,Infrastructure,62.851784455802296,62.851784455802296
LIM332,PCT_ELEC,Infrastructure,40.40074581732623,40.40074581732623
LIM332,REV_PC,Finance,16.017657477095394,16.017657477095394
LIM332,GRANT_PCT,Finance,50.877540082243605,50.877540082243605
LIM332,SURPLUS_PCT,Finance,30.30020551476552,30.30020551476552
LIM332,POV_PCT,Poverty,77.75847943058932,77.75847943058932
LIM332,GINI,Poverty,39.9776055600422,39.9776055600422
LIM332,HIV_PCT,Health,4.700709957973324,4.700709957973324
LIM332,MORT_CHILD,Health,47.14729944311348,47.14729944311348
LIM332,MURDER,Safety,78.89195584520456,78.89195584520456
LIM332,CRIME,Safety,71.51840577090779,71.51840577090779
LIM332,AUDIT_CLEAN,Governance,76.61908577513131,76.61908577513131
LIM332,UNAUTH_PCT,Governance,19.60479629237073,19.60479629237073
LIM333,POP_2022,Demographics,48.24304791953558,48.24304791953558
LIM333,POP_DENSITY,Demographics,15.560109205265766,15.560109205265766
LIM333,POP_GROWTH_PCT,Demographics,34.48578798833849,34.48578798833849
LIM333,PCT_WATER,Infrastructure,4.54095142520535,4.54095142520535
LIM333,PCT_SAN,Infrastructure,17.110884702345675,17.110884702345675
LIM333,PCT_ELEC,Infrastructure,16.475066052727694,16.475066052727694
LIM333,REV_PC,Finance,47.971105602852326,47.971105602852326
LIM333,GRANT_PCT,Finance,46.01438243339311,46.01438243339311
LIM333,SURPLUS_PCT,Finance,35.53639458661642,35.53639458661642
LIM333,POV_PCT,Poverty,2.991571638892289,2.991571638892289
LIM333,GINI,Poverty,23.7672113210056,23.7672113210056
LIM333,HIV_PCT,Health,15.07767034114548,15.07767034114548
LIM333,MORT_CHILD,Health,47.39351513388982,47.39351513388982
LIM333,MURDER,Safety,53.56369705634369,53.56369705634369
LIM333,CRIME,Safety,51.12771172061766,51.12771172061766
LIM333,AUDIT_CLEAN,Governance,14.89561161165959,14.89561161165959
LIM333,UNAUTH_PCT,Governance,24.790662445789586,24.790662445789586
LIM334,POP_2022,Demographics,9.66076203739891,9.66076203739891
LIM334,POP_DENSITY,Demographics,73.43253956164418,73.43253956164418
LIM334,POP_GROWTH_PCT,Demographics,36.97490121360352,36.97490121360352
LIM334,PCT_WATER,Infrastructure,29.98550763469775,29.98550763469775
LIM334,PCT_SAN,Infrastructure,77.85320586872467,77.85320586872467
LIM334,PCT_ELEC,Infrastructure,70.30319890976654,70.30319890976654
LIM334,REV_PC,Finance,45.488974438395736,45.488974438395736
LIM334,GRANT_PCT,Finance,39.131938178720524,39.131938178720524
LIM334,SURPLUS_PCT,Finance,42.3579757437375,42.3579757437375
LIM334,POV_PCT,Poverty,49.54325596774932,49.54325596774932
LIM334,GINI,Poverty,77.00094562639217,77.00094562639217
LIM334,HIV_PCT,Health,53.44934848474453,53.44934848474453
LIM334,MORT_CHILD,Health,59.52058066078283,59.52058066078283
LIM334,MURDER,Safety,68.38540218140344,68.38540218140344
LIM334,CRIME,Safety,21.606479979511622,21.606479979511622
LIM334,AUDIT_CLEAN,Governance,60.09723784948086,60.09723784948086
LIM334,UNAUTH_PCT,Governance,39.10862490676777,39.10862490676777
LIM335,POP_2022,Demographics,15.321903915455323,15.321903915455323
LIM335,POP_DENSITY,Demographics,7.5633908397162415,7.5633908397162415
LIM335,POP_GROWTH_PCT,Demographics,14.637647769626287,14.637647769626287
LIM335,PCT_WATER,Infrastructure,45.62446457185163,45.62446457185163
LIM335,PCT_SAN,Infrastructure,37.27599130680593,37.27599130680593
LIM335,PCT_ELEC,Infrastructure,38.68733414351328,38.68733414351328
LIM335,REV_PC,Finance,74.01886965373384,74.01886965373384
LIM335,GRANT_PCT,Finance,9.618207702803755,9.618207702803755
LIM335,SURPLUS_PCT,Finance,34.451332916325526,34.451332916325526
LIM335,POV_PCT,Poverty,41.08871045627631,41.08871045627631
LIM335,GINI,Poverty,20.27453766923329,20.27453766923329
LIM335,HIV_PCT,Health,35.56653490165882,35.56653490165882
LIM335,MORT_CHILD,Health,3.0010133183131025,3.0010133183131025
LIM335,MURDER,Safety,63.19812434550056,63.19812434550056
LIM335,CRIME,Safety,21.367708949391325,21.367708949391325
LIM335,AUDIT_CLEAN,Governance,75.62800329557007,75.62800329557007
LIM335,UNAUTH_PCT,Governance,34.350513521650896,34.350513521650896
LIM341,POP_2022,Demographics,80.56107130798367,80.56107130798367
LIM341,POP_DENSITY,Demographics,58.933942620176914,58.933942620176914
LIM341,POP_GROWTH_PCT,Demographics,59.38512335478941,59.38512335478941
LIM341,PCT_WATER,Infrastructure,48.319413335559844,48.319413335559844
LIM341,PCT_SAN,Infrastructure,62.38247858732555,62.38247858732555
LIM341,PCT_ELEC,Infrastructure,66.35997388828095,66.35997388828095
LIM341,REV_PC,Finance,44.31482982169641,44.31482982169641
LIM341,GRANT_PCT,Finance,57.499111682802315,57.499111682802315
LIM341,SURPLUS_PCT,Finance,47.79802267885773,47.79802267885773
LIM341,POV_PCT,Poverty,105.99328139229678,105.99328139229678
LIM341,GINI,Poverty,58.205384601767626,58.205384601767626
LIM341,HIV_PCT,Health,90.9046430339312,90.9046430339312
LIM341,MORT_CHILD,Health,56.087553383846235,56.087553383846235
LIM341,MURDER,Safety,65.18575283069816,65.18575283069816
LIM341,CRIME,Safety,33.57271856709461,33.57271856709461
LIM341,AUDIT_CLEAN,Governance,51.05854816264271,51.05854816264271
LIM341,UNAUTH_PCT,Governance,64.21069341578493,64.21069341578493
LIM343,POP_2022,Demographics,76.72007661919733,76.72007661919733
LIM343,POP_DENSITY,Demographics,49.43965555352543,49.43965555352543
LIM343,POP_GROWTH_PCT,Demographics,72.67440722385999,72.67440722385999
LIM343,PCT_WATER,Infrastructure,57.814582204058404,57.814582204058404
LIM343,PCT_SAN,Infrastructure,77.54802678929371,77.54802678929371
LIM343,PCT_ELEC,Infrastructure,43.81915565389889,43.81915565389889
LIM343,REV_PC,Finance,92.80445421303608,92.80445421303608
LIM343,GRANT_PCT,Finance,35.29207594171754,35.29207594171754
LIM343,SURPLUS_PCT,Finance,29.67076331604662,29.67076331604662
LIM343,POV_PCT,Poverty,20.798943006219318,20.798943006219318
LIM343,GINI,Poverty,91.6204934311614,91.6204934311614
LIM343,HIV_PCT,Health,61.38895145235795,61.38895145235795
LIM343,MORT_CHILD,Health,38.31758533239383,38.31758533239383
LIM343,MURDER,Safety,69.9804539374699,69.9804539374699
LIM343,CRIME,Safety,58.75384370235564,58.75384370235564
LIM343,AUDIT_CLEAN,Governance,84.3225494275118,84.3225494275118
LIM343,UNAUTH_PCT,Governance,14.043343345201773,14.043343345201773
LIM344,POP_2022,Demographics,34.692797833714906,34.692797833714906
LIM344,POP_DENSITY,Demographics,30.74957232114349,30.74957232114349
LIM344,POP_GROWTH_PCT,Demographics,0.5263464718279707,0.5263464718279707
LIM344,PCT_WATER,Infrastructure,61.206544095593884,61.206544095593884
LIM344,PCT_SAN,Infrastructure,34.59206888393283,34.59206888393283
LIM344,PCT_ELEC,Infrastructure,54.79262409973124,54.79262409973124
LIM344,REV_PC,Finance,87.19543868659224,87.19543868659224
LIM344,GRANT_PCT,Finance,32.93512616344783,32.93512616344783
LIM344,SURPLUS_PCT,Finance,31.576940346856897,31.576940346856897
LIM344,POV_PCT,Poverty,42.37328339447992,42.37328339447992
LIM344,GINI,Poverty,59.74494705966819,59.74494705966819
LIM344,HIV_PCT,Health,28.665739493797002,28.665739493797002
LIM344,MORT_CHILD,Health,27.380768057357386,27.380768057357386
LIM344,MURDER,Safety,61.14378540482732,61.14378540482732
LIM344,CRIME,Safety,47.57278647676071,47.57278647676071
LIM344,AUDIT_CLEAN,Governance,0.8945652600964138,0.8945652600964138
LIM344,UNAUTH_PCT,Governance,15.492164010617838,15.492164010617838
LIM345,POP_2022,Demographics,55.02471727654421,55.02471727654421
LIM345,POP_DENSITY,Demographics,33.03856566157625,33.03856566157625
LIM345,POP_GROWTH_PCT,Demographics,9.756081379255019,9.756081379255019
LIM345,PCT_WATER,Infrastructure,21.59180685530036,21.59180685530036
LIM345,PCT_SAN,Infrastructure,25.264733456033404,25.264733456033404
LIM345,PCT_ELEC,Infrastructure,39.71466720560328,39.71466720560328
LIM345,REV_PC,Finance,2.165267897175788,2.165267897175788
LIM345,GRANT_PCT,Finance,8.18101722659084,8.18101722659084
LIM345,SURPLUS_PCT,Finance,30.459115097267777,30.459115097267777
LIM345,POV_PCT,Poverty,23.003308390090993,23.003308390090993
LIM345,GINI,Poverty,36.4371836527342,36.4371836527342
LIM345,HIV_PCT,Health,0.40985205280804493,0.40985205280804493
LIM345,MORT_CHILD,Health,32.14257352542642,32.14257352542642
LIM345,MURDER,Safety,46.831672387549446,46.831672387549446
LIM345,CRIME,Safety,34.73637094298567,34.73637094298567
LIM345,AUDIT_CLEAN,Governance,27.782234795231837,27.782234795231837
LIM345,UNAUTH_PCT,Governance,23.082327948680582,23.082327948680582
LIM351,POP_2022,Demographics,33.30297694456996,33.30297694456996
LIM351,POP_DENSITY,Demographics,48.56002815120423,48.56002815120423
LIM351,POP_GROWTH_PCT,Demographics,75.19411705760811,75.19411705760811
LIM351,PCT_WATER,Infrastructure,47.619429867997496,47.619429867997496
LIM351,PCT_SAN,Infrastructure,32.20392021303179,32.20392021303179
LIM351,PCT_ELEC,Infrastructure,40.155058224692276,40.155058224692276
LIM351,REV_PC,Finance,54.017005945518605,54.017005945518605
LIM351,GRANT_PCT,Finance,42.52972005638306,42.52972005638306
LIM351,SURPLUS_PCT,Finance,59.70606566126281,59.70606566126281
LIM351,POV_PCT,Poverty,60.456875214980606,60.456875214980606
LIM351,GINI,Poverty,67.77966360809296,67.77966360809296
LIM351,HIV_PCT,Health,78.47118944530067,78.47118944530067
LIM351,MORT_CHILD,Health,69.91717448744721,69.91717448744721
LIM351,MURDER,Safety,31.315218717040803,31.315218717040803
LIM351,CRIME,Safety,31.929311068474554,31.929311068474554
LIM351,AUDIT_CLEAN,Governance,48.48457047080351,48.48457047080351
LIM351,UNAUTH_PCT,Governance,40.97649285521171,40.97649285521171
LIM353,POP_2022,Demographics,27.233465460781147,27.233465460781147
LIM353,POP_DENSITY,Demographics,41.166164116540116,41.166164116540116
LIM353,POP_GROWTH_PCT,Demographics,40.509741327619224,40.509741327619224
LIM353,PCT_WATER,Infrastructure,36.56304520477588,36.56304520477588
LIM353,PCT_SAN,Infrastructure,43.68421027689989,43.68421027689989
LIM353,PCT_ELEC,Infrastructure,73.56901700636662,73.56901700636662
LIM353,REV_PC,Finance,53.98476082498478,53.98476082498478
LIM353,GRANT_PCT,Finance,99.43618152110939,99.43618152110939
LIM353,SURPLUS_PCT,Finance,53.41016372039299,53.41016372039299
LIM353,POV_PCT,Poverty,44.19868452125496,44.19868452125496
LIM353,GINI,Poverty,50.08265765309732,50.08265765309732
LIM353,HIV_PCT,Health,55.1298395688708,55.1298395688708
LIM353,MORT_CHILD,Health,58.70507914342127,58.70507914342127
LIM353,MURDER,Safety,91.53422651718047,91.53422651718047
LIM353,CRIME,Safety,33.09359070044863,33.09359070044863
LIM353,AUDIT_CLEAN,Governance,67.18092116355471,67.18092116355471
LIM353,UNAUTH_PCT,Governance,54.15501195228248,54.15501195228248
LIM354,POP_2022,Demographics,13.578045148587648,13.578045148587648
LIM354,POP_DENSITY,Demographics,60.41397564189526,60.41397564189526
LIM354,POP_GROWTH_PCT,Demographics,70.3524712160781,70.3524712160781
LIM354,PCT_WATER,Infrastructure,27.856471924451405,27.856471924451405
LIM354,PCT_SAN,Infrastructure,44.82132264216059,44.82132264216059
LIM354,PCT_ELEC,Infrastructure,10.492914759845931,10.492914759845931
LIM354,REV_PC,Finance,19.82387080631327,19.82387080631327
LIM354,GRANT_PCT,Finance,65.96059155234505,65.96059155234505
LIM354,SURPLUS_PCT,Finance,35.67166987985131,35.67166987985131
LIM354,POV_PCT,Poverty,22.823940501239214,22.823940501239214
LIM354,GINI,Poverty,49.58920728916859,49.58920728916859
LIM354,HIV_PCT,Health,34.55175137137954,34.55175137137954
LIM354,MORT_CHILD,Health,35.583566844489276,35.583566844489276
LIM354,MURDER,Safety,59.78652051349806,59.78652051349806
LIM354,CRIME,Safety,21.765332821313066,21.765332821313066
LIM354,AUDIT_CLEAN,Governance,26.892695746363355,26.892695746363355
LIM354,UNAUTH_PCT,Governance,48.081599842977376,48.081599842977376
LIM355,POP_2022,Demographics,44.38819581496411,44.38819581496411
LIM355,POP_DENSITY,Demographics,49.76320602979699,49.76320602979699
LIM355,POP_GROWTH_PCT,Demographics,11.69876559276754,11.69876559276754
LIM355,PCT_WATER,Infrastructure,43.747539338392954,43.747539338392954
LIM355,PCT_SAN,Infrastructure,9.317154130591822,9.317154130591822
LIM355,PCT_ELEC,Infrastructure,61.524186938136,61.524186938136
LIM355,REV_PC,Finance,2.3245794916054336,2.3245794916054336
LIM355,GRANT_PCT,Finance,51.569576215834616,51.569576215834616
LIM355,SURPLUS_PCT,Finance,11.870277863625523,11.870277863625523
LIM355,POV_PCT,Poverty,65.264929095892,65.264929095892
LIM355,GINI,Poverty,36.82641457704969,36.82641457704969
LIM355,HIV_PCT,Health,4.679669411835562,4.679669411835562
LIM355,MORT_CHILD,Health,14.555230409149864,14.555230409149864
LIM355,MURDER,Safety,40.623624104474835,40.623624104474835
LIM355,CRIME,Safety,46.05288835231123,46.05288835231123
LIM355,AUDIT_CLEAN,Governance,23.58568816551075,23.58568816551075
LIM355,UNAUTH_PCT,Governance,25.89316561926933,25.89316561926933
LIM361,POP_2022,Demographics,45.16706065288131,45.16706065288131
LIM361,POP_DENSITY,Demographics,32.635968540216396,32.635968540216396
LIM361,POP_GROWTH_PCT,Demographics,4.1299028132324835,4.1299028132324835
LIM361,PCT_WATER,Infrastructure,13.740519507196389,13.740519507196389
LIM361,PCT_SAN,Infrastructure,34.7023988630333,34.7023988630333
LIM361,PCT_ELEC,Infrastructure,54.30964832995387,54.30964832995387
LIM361,REV_PC,Finance,62.319648483240954,62.319648483240954
LIM361,GRANT_PCT,Finance,45.590588415429,45.590588415429
LIM361,SURPLUS_PCT,Finance,35.74581522072727,35.74581522072727
LIM361,POV_PCT,Poverty,44.97627771964954,44.97627771964954
LIM361,GINI,Poverty,16.664982995862886,16.664982995862886
LIM361,HIV_PCT,Health,26.935380794835716,26.935380794835716
LIM361,MORT_CHILD,Health,13.517385573210468,13.517385573210468
LIM361,MURDER,Safety,5.025147785845768,5.025147785845768
LIM361,CRIME,Safety,36.6709802327241,36.6709802327241
LIM361,AUDIT_CLEAN,Governance,33.71026613169487,33.71026613169487
LIM361,UNAUTH_PCT,Governance,43.753049690180255,43.753049690180255
LIM362,POP_2022,Demographics,70.92223661784894,70.92223661784894
LIM362,POP_DENSITY,Demographics,64.85288542647724,64.85288542647724
LIM362,POP_GROWTH_PCT,Demographics,71.13233331355109,71.13233331355109
LIM362,PCT_WATER,Infrastructure,59.146338075450466,59.146338075450466
LIM362,PCT_SAN,Infrastructure,68.257827904448,68.257827904448
LIM362,PCT_ELEC,Infrastructure,45.47711194627281,45.47711194627281
LIM362,REV_PC,Finance,67.3941185127826,67.3941185127826
LIM362,GRANT_PCT,Finance,73.36835370572018,73.36835370572018
LIM362,SURPLUS_PCT,Finance,46.60637143855594,46.60637143855594
LIM362,POV_PCT,Poverty,61.03664197985694,61.03664197985694
LIM362,GINI,Poverty,47.52794980741281,47.52794980741281
LIM362,HIV_PCT,Health,49.4698660696777,49.4698660696777
LIM362,MORT_CHILD,Health,37.50141289795691,37.50141289795691
LIM362,MURDER,Safety,85.31549850333111,85.31549850333111
LIM362,CRIME,Safety,81.31370349440095,81.31370349440095
LIM362,AUDIT_CLEAN,Governance,70.74867708454674,70.74867708454674
LIM362,UNAUTH_PCT,Governance,99.44391903887629,99.44391903887629
LIM366,POP_2022,Demographics,46.21508606863217,46.21508606863217
LIM366,POP_DENSITY,Demographics,110.63524830221269,110.63524830221269
LIM366,POP_GROWTH_PCT,Demographics,45.449411692735595,45.449411692735595
LIM366,PCT_WATER,Infrastructure,55.10386703512033,55.10386703512033
LIM366,PCT_SAN,Infrastructure,42.04444172119584,42.04444172119584
LIM366,PCT_ELEC,Infrastructure,57.4465112012061,57.4465112012061
LIM366,REV_PC,Finance,66.71229855772489,66.71229855772489
LIM366,GRANT_PCT,Finance,47.721672138938324,47.721672138938324
LIM366,SURPLUS_PCT,Finance,85.53439694235242,85.53439694235242
LIM366,POV_PCT,Poverty,54.782985692669214,54.782985692669214
LIM366,GINI,Poverty,55.40970772220398,55.40970772220398
LIM366,HIV_PCT,Health,31.820046109725652,31.820046109725652
LIM366,MORT_CHILD,Health,58.36998149100769,58.36998149100769
LIM366,MURDER,Safety,47.31945558381269,47.31945558381269
LIM366,CRIME,Safety,37.835205413254265,37.835205413254265
LIM366,AUDIT_CLEAN,Governance,34.470511837032724,34.470511837032724
LIM366,UNAUTH_PCT,Governance,103.4352675951337,103.4352675951337
LIM367,POP_2022,Demographics,24.73045499641929,24.73045499641929
LIM367,POP_DENSITY,Demographics,0.860291584374643,0.860291584374643
LIM367,POP_GROWTH_PCT,Demographics,16.03557080534855,16.03557080534855
LIM367,PCT_WATER,Infrastructure,28.96864321047573,28.96864321047573
LIM367,PCT_SAN,Infrastructure,40.9333406523297,40.9333406523297
LIM367,PCT_ELEC,Infrastructure,41.09593043450627,41.09593043450627
LIM367,REV_PC,Finance,43.532291035530505,43.532291035530505
LIM367,GRANT_PCT,Finance,17.102793867253407,17.102793867253407
LIM367,SURPLUS_PCT,Finance,36.80880887003091,36.80880887003091
LIM367,POV_PCT,Poverty,12.47881071778843,12.47881071778843
LIM367,GINI,Poverty,17.607140339719766,17.607140339719766
LIM367,HIV_PCT,Health,11.64582050999481,11.64582050999481
LIM367,MORT_CHILD,Health,6.232222908034611,6.232222908034611
LIM367,MURDER,Safety,51.28418977716017,51.28418977716017
LIM367,CRIME,Safety,43.77223401957775,43.77223401957775
LIM367,AUDIT_CLEAN,Governance,49.5333073995626,49.5333073995626
LIM367,UNAUTH_PCT,Governance,30.786261320485927,30.786261320485927
LIM368,POP_2022,Demographics,75.53615397730293,75.53615397730293
LIM368,POP_DENSITY,Demographics,24.774211907149102,24.774211907149102
LIM368,POP_GROWTH_PCT,Demographics,77.2617503609071,77.2617503609071
LIM368,PCT_WATER,Infrastructure,63.5423966001006,63.5423966001006
LIM368,PCT_SAN,Infrastructure,72.54219200298331,72.54219200298331
LIM368,PCT_ELEC,Infrastructure,67.60046598097226,67.60046598097226
LIM368,REV_PC,Finance,40.25889690926227,40.25889690926227
LIM368,GRANT_PCT,Finance,30.039204492179067,30.039204492179067
LIM368,SURPLUS_PCT,Finance,45.75891667634073,45.75891667634073
LIM368,POV_PCT,Poverty,71.29834562545824,71.29834562545824
LIM368,GINI,Poverty,73.8018283035079,73.8018283035079
LIM368,HIV_PCT,Health,32.64115445236274,32.64115445236274
LIM368,MORT_CHILD,Health,40.37801265063571,40.37801265063571
LIM368,MURDER,Safety,45.53528628118322,45.53528628118322
LIM368,CRIME,Safety,52.853898794663685,52.853898794663685
LIM368,AUDIT_CLEAN,Governance,32.75898338294695,32.75898338294695
LIM368,UNAUTH_PCT,Governance,31.55896467719735,31.55896467719735
LIM471,POP_2022,Demographics,13.563294071848922,13.563294071848922
LIM471,POP_DENSITY,Demographics,31.725076724500113,31.725076724500113
LIM471,POP_GROWTH_PCT,Demographics,6.388113204930189,6.388113204930189
LIM471,PCT_WATER,Infrastructure,27.683929800564677,27.683929800564677
LIM471,PCT_SAN,Infrastructure,51.17105632283631,51.17105632283631
LIM471,PCT_ELEC,Infrastructure,3.9644052517298007,3.9644052517298007
LIM471,REV_PC,Finance,25.87108483178921,25.87108483178921
LIM471,GRANT_PCT,Finance,50.49513467501545,50.49513467501545
LIM471,SURPLUS_PCT,Finance,21.634632192723814,21.634632192723814
LIM471,POV_PCT,Poverty,18.52660618283162,18.52660618283162
LIM471,GINI,Poverty,53.26991628612947,53.26991628612947
LIM471,HIV_PCT,Health,23.87595842056904,23.87595842056904
LIM471,MORT_CHILD,Health,52.089900504111355,52.089900504111355
LIM471,MURDER,Safety,38.579307822543974,38.579307822543974
LIM471,CRIME,Safety,23.143106941803264,23.143106941803264
LIM471,AUDIT_CLEAN,Governance,39.59381061195061,39.59381061195061
LIM471,UNAUTH_PCT,Governance,36.408990276920754,36.408990276920754
LIM472,POP_2022,Demographics,70.41765642004948,70.41765642004948
LIM472,POP_DENSITY,Demographics,39.03308924269963,39.03308924269963
LIM472,POP_GROWTH_PCT,Demographics,50.82412133563239,50.82412133563239
LIM472,PCT_WATER,Infrastructure,48.76968640790725,48.76968640790725
LIM472,PCT_SAN,Infrastructure,64.0829628327957,64.0829628327957
LIM472,PCT_ELEC,Infrastructure,29.496416111116485,29.496416111116485
LIM472,REV_PC,Finance,70.33954096475712,70.33954096475712
LIM472,GRANT_PCT,Finance,59.32657544340833,59.32657544340833
LIM472,SURPLUS_PCT,Finance,23.661498527341074,23.661498527341074
LIM472,POV_PCT,Poverty,74.16525650961,74.16525650961
LIM472,GINI,Poverty,94.68186161595463,94.68186161595463
LIM472,HIV_PCT,Health,70.03667939098816,70.03667939098816
LIM472,MORT_CHILD,Health,78.53969534452938,78.53969534452938
LIM472,MURDER,Safety,51.70742763205176,51.70742763205176
LIM472,CRIME,Safety,16.769901605229798,16.769901605229798
LIM472,AUDIT_CLEAN,Governance,13.117590976649502,13.117590976649502
LIM472,UNAUTH_PCT,Governance,55.101640877355166,55.101640877355166
LIM473,POP_2022,Demographics,13.1604238454004,13.1604238454004
LIM473,POP_DENSITY,Demographics,6.708474433452974,6.708474433452974
LIM473,POP_GROWTH_PCT,Demographics,23.745066320626492,23.745066320626492
LIM473,PCT_WATER,Infrastructure,37.311705757225766,37.311705757225766
LIM473,PCT_SAN,Infrastructure,4.055150935242942,4.055150935242942
LIM473,PCT_ELEC,Infrastructure,16.022447594392304,16.022447594392304
LIM473,REV_PC,Finance,55.197413662406305,55.197413662406305
LIM473,GRANT_PCT,Finance,3.4942323955725065,3.4942323955725065
LIM473,SURPLUS_PCT,Finance,42.39522374329913,42.39522374329913
LIM473,POV_PCT,Poverty,15.305384769020122,15.305384769020122
LIM473,GINI,Poverty,35.91587519699905,35.91587519699905
LIM473,HIV_PCT,Health,46.94655014405734,46.94655014405734
LIM473,MORT_CHILD,Health,39.82563533970043,39.82563533970043
LIM473,MURDER,Safety,43.18319204427753,43.18319204427753
LIM473,CRIME,Safety,1.9681293318408777,1.9681293318408777
LIM473,AUDIT_CLEAN,Governance,47.27319413482597,47.27319413482597
